common_frequency_hz,f_lock_hz,frequency_disagreement_hz,lock_acquired,lock_hold_enabled,lock_hold_state,lock_time_s,mean_pairwise_phase_error_cycles,order_parameter_R,relock_count,t_s,unlock_count
2.127651,,0.041381,0,1,acquisition,,0.064403,0.969417,0,7.4636,0
2.123724,,0.041918,0,1,acquisition,,0.054694,0.977922,0,7.694829,0
2.121428,,0.041248,0,1,acquisition,,0.059875,0.973638,0,7.933033,0
2.117463,,0.037387,0,1,acquisition,,0.042388,0.986097,0,8.161769,0
2.11318,,0.031817,0,1,acquisition,,0.039743,0.987781,0,8.432089,0
2.104571,,0.026772,0,1,acquisition,,0.051268,0.980616,0,8.662218,0
2.094231,,0.022478,0,1,acquisition,,0.026243,0.994878,0,8.963616,0
2.085829,,0.019288,0,1,acquisition,,0.023205,0.995716,0,9.195362,0
2.077329,,0.014768,0,1,acquisition,,0.082618,0.945149,0,9.43661,0
2.073124,,0.015165,0,1,acquisition,,0.020924,0.996508,0,9.662815,0
2.068234,,0.014788,0,1,acquisition,,0.02892,0.993624,0,9.931633,0
2.064581,,0.009267,0,1,acquisition,,0.017599,0.997697,0,10.163229,0
2.060436,,0.002018,0,1,acquisition,,0.006333,0.999669,0,10.465432,0
2.057564,,0.001853,0,1,acquisition,,0.005603,0.999754,0,10.696688,0
2.054834,,0.009844,0,1,acquisition,,0.023806,0.995331,0,10.970356,0
2.049997,,0.008314,0,1,acquisition,,0.013893,0.998509,0,11.196994,0
2.044113,,0.0034,0,1,acquisition,,0.028337,0.993027,0,11.477569,0
2.041635,,0.005373,0,1,acquisition,,0.012436,0.998782,0,11.69749,0
2.040445,,0.011296,0,1,acquisition,,0.029122,0.992431,0,11.968019,0
2.037412,,0.017768,0,1,acquisition,,0.034146,0.989366,0,12.197772,0
2.032448,,0.025337,0,1,acquisition,,0.03519,0.98857,0,12.487567,0
2.029371,,0.029769,0,1,acquisition,,0.059506,0.96654,0,12.698173,0
2.026193,,0.034285,0,1,acquisition,,0.120233,0.86457,0,12.967004,0
2.022423,,0.03501,0,1,acquisition,,0.116218,0.87302,0,13.198811,0
2.017643,,0.032293,0,1,acquisition,,0.108205,0.889333,0,13.469924,0
2.013069,,0.027174,0,1,acquisition,,0.084937,0.931157,0,13.698876,0
2.0086,,0.02304,0,1,acquisition,,0.076421,0.943953,0,14.000315,0
2.005141,,0.018806,0,1,acquisition,,0.063451,0.961291,0,14.232482,0
2.001848,,0.015629,0,1,acquisition,,0.066156,0.95981,0,14.539187,0
1.997505,,0.007084,0,1,acquisition,,0.045913,0.98115,0,14.76615,0
1.991851,,0.000374,0,1,acquisition,,0.087903,0.928195,0,15.071538,0
1.987597,,0.005618,0,1,acquisition,,0.035617,0.988603,0,15.299808,0
1.980653,,0.010319,0,1,acquisition,,0.055397,0.97141,0,15.581801,0
1.973377,,0.019238,0,1,acquisition,,0.020484,0.996299,0,15.800243,0
1.966123,,0.025771,0,1,acquisition,,0.086164,0.929682,0,16.032751,0
1.961271,,0.027297,0,1,acquisition,,0.004941,0.999815,0,16.23405,0
1.95181,,0.026587,0,1,acquisition,,0.013083,0.998488,0,16.466415,0
1.944431,,0.022299,0,1,acquisition,,0.009691,0.999184,0,16.668573,0
1.933874,,0.018931,0,1,acquisition,,0.017672,0.997105,0,16.900888,0
1.921976,,0.013107,0,1,acquisition,,0.014456,0.998059,0,17.206859,0
1.913752,,0.009945,0,1,acquisition,,0.028717,0.992084,0,17.434856,0
1.905495,,0.004499,0,1,acquisition,,0.117276,0.869578,0,17.667235,0
1.901888,,0.003782,0,1,acquisition,,0.03147,0.990413,0,17.868354,0
1.895817,,0.004218,0,1,acquisition,,0.027934,0.992435,0,18.10078,0
1.892214,,0.003946,0,1,acquisition,,0.027179,0.992827,0,18.306923,0
1.887745,,0.00196,0,1,acquisition,,0.011835,0.998655,0,18.535431,0
1.884357,,0.000816,0,1,acquisition,,0.046983,0.978452,0,18.84076,0
1.881337,,0.001409,0,1,acquisition,,0.042509,0.982335,0,19.06885,0
1.877956,,0.001735,0,1,acquisition,,0.049857,0.975701,0,19.374289,0
1.875386,,0.000847,0,1,acquisition,,0.035528,0.987631,0,19.602444,0
1.872777,,0.000378,0,1,acquisition,,0.057437,0.967768,0,19.835042,0
1.871658,,0.000137,0,1,acquisition,,0.025928,0.993402,0,20.036206,0
1.870173,,0.00072,0,1,acquisition,,0.029851,0.99125,0,20.236245,0
1.86862,,0.000426,0,1,acquisition,,0.033241,0.989146,0,20.478017,0
1.867689,,0.000841,0,1,acquisition,,0.046699,0.978619,0,20.702993,0
1.866305,,0.00098,0,1,acquisition,,0.020285,0.995952,0,20.93587,0
1.864984,,0.000115,0,1,acquisition,,0.068819,0.953833,0,21.136548,0
1.862548,,0.002281,0,1,acquisition,,0.063338,0.960821,0,21.336902,0
1.859809,,0.005474,0,1,acquisition,,0.063553,0.960554,0,21.576151,0
1.857199,,0.007969,0,1,acquisition,,0.036955,0.986575,0,21.804202,0
1.85493,,0.010159,0,1,acquisition,,0.018519,0.996621,0,22.03655,0
1.853335,,0.012079,0,1,acquisition,,0.014329,0.997977,0,22.237779,0
1.852069,,0.014159,0,1,acquisition,,0.005761,0.999673,0,22.437891,0
1.850168,,0.01754,0,1,acquisition,,0.011744,0.998641,0,22.743111,0
1.847408,,0.022105,0,1,acquisition,,0.011012,0.998804,0,22.971205,0
1.844218,,0.027135,0,1,acquisition,,0.070693,0.951292,0,23.274525,0
1.843435,,0.028534,0,1,acquisition,,0.0286,0.991945,0,23.505183,0
1.843605,,0.02844,0,1,acquisition,,0.020191,0.995981,0,23.707842,0
1.843004,,0.029093,0,1,acquisition,,0.052714,0.972765,0,23.938426,0
1.837985,,0.030591,0,1,acquisition,,0.00306,0.999908,0,24.138959,0
1.831218,,0.03227,0,1,acquisition,,0.044415,0.980626,0,24.443187,0
1.824897,,0.037566,0,1,acquisition,,0.032487,0.989611,0,24.67266,0
1.81799,,0.047804,0,1,acquisition,,0.047617,0.977748,0,24.905179,0
1.815215,,0.051861,0,1,acquisition,,0.039513,0.98465,0,25.106211,0
1.811326,,0.057017,0,1,acquisition,,0.050916,0.974579,0,25.306359,0
1.806849,,0.062912,0,1,acquisition,,0.071236,0.950547,0,25.573779,0
1.802762,,0.064957,0,1,acquisition,,0.07673,0.942742,0,25.806751,0
1.797433,,0.064359,0,1,acquisition,,0.012004,0.998578,0,26.039032,0
1.795268,,0.063802,0,1,acquisition,,0.068407,0.954351,0,26.240225,0
1.791893,,0.061673,0,1,acquisition,,0.060818,0.963829,0,26.440492,0
1.78826,,0.060961,0,1,acquisition,,0.051809,0.973684,0,26.731876,0
1.786864,,0.062541,0,1,acquisition,,0.069512,0.952882,0,26.940997,0
1.785825,,0.066768,0,1,acquisition,,0.00701,0.999515,0,27.173301,0
1.785597,,0.068948,0,1,acquisition,,0.098533,0.9065,0,27.373668,0
1.785324,,0.072032,0,1,acquisition,,0.097675,0.90808,0,27.574491,0
1.784779,,0.074892,0,1,acquisition,,0.107083,0.890071,0,27.851337,0
1.78475,,0.078102,0,1,acquisition,,0.080493,0.937083,0,28.074876,0
1.784955,,0.081521,0,1,acquisition,,0.069044,0.953507,0,28.307552,0
1.784999,,0.083777,0,1,acquisition,,0.070815,0.951122,0,28.508484,0
1.785764,,0.08841,0,1,acquisition,,0.068838,0.953781,0,28.741898,0
1.786436,,0.092492,0,1,acquisition,,0.121612,0.859452,0,29.014452,0
1.787219,,0.096702,0,1,acquisition,,0.114303,0.875272,0,29.242396,0
1.787895,,0.100368,0,1,acquisition,,0.102947,0.898169,0,29.475167,0
1.788224,,0.102801,0,1,acquisition,,0.10253,0.898969,0,29.709452,0
1.788673,,0.105654,0,1,acquisition,,0.058126,0.966933,0,29.942583,0
1.788811,,0.107216,0,1,acquisition,,0.096708,0.909847,0,30.201046,0
1.787371,,0.103897,0,1,acquisition,,0.105378,0.893444,0,30.409705,0
1.782605,,0.090997,0,1,acquisition,,0.022303,0.995097,0,30.642132,0
1.780943,,0.086442,0,1,acquisition,,0.113658,0.876628,0,30.848753,0
1.778427,,0.079204,0,1,acquisition,,0.099434,0.904825,0,31.076691,0
1.777972,,0.077635,0,1,acquisition,,0.114458,0.874944,0,31.352503,0
1.777162,,0.073786,0,1,acquisition,,0.098021,0.907443,0,31.577152,0
1.773126,,0.060861,0,1,acquisition,,0.081852,0.934977,0,31.809579,0
1.769971,,0.050941,0,1,acquisition,,0.07153,0.950143,0,32.009836,0
1.765221,,0.036536,0,1,acquisition,,0.054415,0.970991,0,32.21093,0
1.760178,,0.021356,0,1,acquisition,,0.034443,0.988326,0,32.44338,0
1.757997,,0.017186,0,1,acquisition,,0.031361,0.990317,0,32.644602,0
1.756827,,0.021642,0,1,acquisition,,0.034544,0.988258,0,32.877804,0
1.756584,,0.02879,0,1,acquisition,,0.049618,0.97585,0,33.146488,0
1.757583,,0.023778,0,1,acquisition,,0.045429,0.979735,0,33.378318,0
1.756991,,0.009637,0,1,acquisition,,0.027889,0.992338,0,33.610889,0
1.756953,,0.00463,0,1,acquisition,,0.022957,0.994805,0,33.812178,0
1.756534,,0.009331,0,1,acquisition,,0.026984,0.992826,0,34.015662,0
1.756073,,0.01961,0,1,acquisition,,0.087868,0.925262,0,34.326393,0
1.753066,,0.026578,0,1,acquisition,,0.071447,0.950256,0,34.54556,0
1.747229,,0.026131,0,1,acquisition,,0.056741,0.968478,0,34.778179,0
1.743091,,0.028548,0,1,acquisition,,0.053061,0.972406,0,34.979488,0
1.740953,,0.040138,0,1,acquisition,,0.047645,0.977722,0,35.179513,0
1.738138,,0.060347,0,1,acquisition,,0.062629,0.961663,0,35.412129,0
1.737366,,0.067637,0,1,acquisition,,0.059705,0.965128,0,35.612645,0
1.732476,,0.073305,0,1,acquisition,,0.060442,0.96427,0,35.813383,0
1.723931,,0.0756,0,1,acquisition,,0.067971,0.954924,0,36.117494,0
1.71841,,0.071678,0,1,acquisition,,0.061266,0.963298,0,36.346952,0
1.714094,,0.066632,0,1,acquisition,,0.059761,0.965064,0,36.579391,0
1.711277,,0.06491,0,1,acquisition,,0.064429,0.959452,0,36.779586,0
1.707203,,0.063236,0,1,acquisition,,0.062553,0.961755,0,36.98072,0
1.702669,,0.062316,0,1,acquisition,,0.057242,0.967923,0,37.213168,0
1.699442,,0.062508,0,1,acquisition,,0.060177,0.96458,0,37.413486,0
1.693293,,0.052789,0,1,acquisition,,0.05484,0.970539,0,37.614333,0
1.684679,,0.038076,0,1,acquisition,,0.029817,0.991244,0,37.846855,0
1.681647,,0.03321,0,1,acquisition,,0.046287,0.978966,0,38.048274,0
1.679142,,0.032162,0,1,acquisition,,0.054108,0.971315,0,38.281544,0
1.677697,,0.034048,0,1,acquisition,,0.078306,0.940403,0,38.557439,0
1.673829,,0.027119,0,1,acquisition,,0.068558,0.954151,0,38.781885,0
1.669159,,0.017147,0,1,acquisition,,0.061286,0.963275,0,39.014477,0
1.665991,,0.010577,0,1,acquisition,,0.055672,0.969645,0,39.21462,0
1.661937,,0.000845,0,1,acquisition,,0.040544,0.983842,0,39.415732,0
1.65827,,0.007752,0,1,acquisition,,0.020973,0.995664,0,39.648184,0
1.655469,,0.014005,0,1,acquisition,,0.00626,0.999613,0,39.881499,0
1.652981,,0.019648,0,1,acquisition,,0.004638,0.999788,0,40.08272,0
1.650339,,0.025653,0,1,acquisition,,0.019742,0.996157,0,40.315232,0
1.648699,,0.02775,0,1,acquisition,,0.02547,0.993608,0,40.515372,0
1.645426,,0.03187,0,1,acquisition,,0.001617,0.999974,0,40.716489,0
1.641279,,0.035306,0,1,acquisition,,0.016469,0.997325,0,40.94909,0
1.638544,,0.036165,0,1,acquisition,,0.022596,0.994967,0,41.149174,0
1.635531,,0.038338,0,1,acquisition,,0.032554,0.989568,0,41.350199,0
1.632443,,0.040481,0,1,acquisition,,0.046313,0.978943,0,41.582822,0
1.629919,,0.040123,0,1,acquisition,,0.049177,0.976274,0,41.785211,0
1.623592,,0.036006,0,1,acquisition,,0.050616,0.974874,0,42.01714,0
1.616686,,0.030276,0,1,acquisition,,0.044908,0.980195,0,42.250024,0
1.610966,,0.023356,0,1,acquisition,,0.028058,0.992245,0,42.458546,0
1.602976,,0.013758,0,1,acquisition,,0.02495,0.993866,0,42.68432,0
1.595318,,0.004307,0,1,acquisition,,0.012552,0.998446,0,42.916998,0
1.589575,,0.003336,0,1,acquisition,,0.00081,0.999994,0,43.11728,0
1.584394,,0.009827,0,1,acquisition,,0.000175,1.0,0,43.318209,0
1.579142,,0.016424,0,1,acquisition,,0.006706,0.999556,0,43.550638,0
1.575327,,0.021613,0,1,acquisition,,0.002513,0.999938,0,43.750941,0
1.571696,,0.025397,0,1,acquisition,,0.004728,0.999779,0,43.952167,0
1.567908,,0.028919,0,1,acquisition,,0.00621,0.999619,0,44.186531,0
1.564972,,0.032409,0,1,acquisition,,0.005068,0.999746,0,44.391035,0
1.560541,,0.036494,0,1,acquisition,,0.007691,0.999416,0,44.618957,0
1.556365,,0.040563,0,1,acquisition,,0.020257,0.995954,0,44.851554,0
1.553552,,0.043415,0,1,acquisition,,0.066396,0.956966,0,45.052639,0
1.549572,,0.047443,0,1,acquisition,,0.072814,0.948361,0,45.252871,0
1.544531,,0.052988,0,1,acquisition,,0.044282,0.98074,0,45.4854,0
1.541786,,0.056326,0,1,acquisition,,0.099829,0.904086,0,45.698393,0
1.537541,,0.059731,0,1,acquisition,,0.05397,0.971459,0,45.919916,0
1.53435,,0.060535,0,1,acquisition,,0.080029,0.937794,0,46.152526,0
1.531737,,0.061777,0,1,acquisition,,0.085691,0.928851,0,46.3595,0
1.528752,,0.061922,0,1,acquisition,,0.069858,0.952418,0,46.587124,0
1.525963,,0.062322,0,1,acquisition,,0.027875,0.992346,0,46.819503,0
1.524288,,0.062913,0,1,acquisition,,0.065998,0.957475,0,47.05551,0
1.522359,,0.062823,0,1,acquisition,,0.061672,0.962815,0,47.287341,0
1.520704,,0.062749,0,1,acquisition,,0.060914,0.963715,0,47.520096,0
1.51961,,0.063099,0,1,acquisition,,0.07017,0.951998,0,47.723862,0
1.517648,,0.060929,0,1,acquisition,,0.064681,0.959138,0,47.954577,0
1.515163,,0.056685,0,1,acquisition,,0.058235,0.96681,0,48.187162,0
1.513042,,0.053077,0,1,acquisition,,0.064791,0.958999,0,48.430172,0
1.510458,,0.047693,0,1,acquisition,,0.04843,0.976986,0,48.654919,0
1.508134,,0.042755,0,1,acquisition,,0.042178,0.98252,0,48.88756,0
1.506507,,0.039847,0,1,acquisition,,0.048013,0.977378,0,49.126775,0
1.5025,,0.034142,0,1,acquisition,,0.037048,0.9865,0,49.355778,0
1.497557,,0.025967,0,1,acquisition,,0.028585,0.991952,0,49.558186,0
1.492485,,0.018071,0,1,acquisition,,0.050082,0.975398,0,49.823922,0
1.488437,,0.013244,0,1,acquisition,,0.002948,0.999914,0,50.055826,0
1.486373,,0.012529,0,1,acquisition,,0.008188,0.999338,0,50.288631,0
1.484735,,0.013512,0,1,acquisition,,0.006067,0.999637,0,50.559926,0
1.48263,,0.014785,0,1,acquisition,,0.023837,0.9944,0,50.789937,0
1.480128,,0.016822,0,1,acquisition,,0.028799,0.991831,0,51.022065,0
1.47817,,0.018879,0,1,acquisition,,0.040846,0.983601,0,51.227078,0
1.474953,,0.01771,0,1,acquisition,,0.036167,0.987131,0,51.456859,0
1.471176,,0.013376,0,1,acquisition,,0.02538,0.993652,0,51.689413,0
1.467606,,0.010654,0,1,acquisition,,0.021678,0.995367,0,51.959805,0
1.464029,,0.014759,0,1,acquisition,,0.019985,0.996062,0,52.190661,0
1.460852,,0.021597,0,1,acquisition,,0.027463,0.99257,0,52.423193,0
1.458413,,0.026971,0,1,acquisition,,0.041539,0.983043,0,52.627987,0
1.456038,,0.028572,0,1,acquisition,,0.040576,0.983817,0,52.857645,0
1.453525,,0.026369,0,1,acquisition,,0.03566,0.987489,0,53.09021,0
1.451478,,0.024985,0,1,acquisition,,0.046968,0.978347,0,53.367985,0
1.448516,,0.023689,0,1,acquisition,,0.030311,0.990953,0,53.591686,0
1.445497,,0.023211,0,1,acquisition,,0.020647,0.995797,0,53.824,0
1.442602,,0.023821,0,1,acquisition,,0.020819,0.995727,0,54.09413,0
1.438393,,0.02636,0,1,acquisition,,0.0217,0.995358,0,54.325287,0
1.433874,,0.029904,0,1,acquisition,,0.029843,0.99123,0,54.558096,0
1.430502,,0.032941,0,1,acquisition,,0.081824,0.935021,0,54.802374,0
1.427315,,0.029239,0,1,acquisition,,0.040996,0.983481,0,55.025917,0
1.424841,,0.02237,0,1,acquisition,,0.064078,0.959888,0,55.258364,0
1.422529,,0.015485,0,1,acquisition,,0.058324,0.96671,0,55.527853,0
1.417922,,0.0111,0,1,acquisition,,0.013979,0.998072,0,55.759844,0
1.413575,,0.007366,0,1,acquisition,,0.031053,0.990506,0,55.992226,0
1.408715,,0.005738,0,1,acquisition,,0.023904,0.994368,0,56.2948,0
1.404584,,0.002098,0,1,acquisition,,0.012731,0.998401,0,56.526846,0
1.400477,,0.001656,0,1,acquisition,,0.027409,0.992599,0,56.75926,0
1.397399,,0.003486,0,1,acquisition,,0.013644,0.998163,0,57.040952,0
1.393254,,0.005269,0,1,acquisition,,0.00155,0.999976,0,57.260613,0
1.389582,,0.005723,0,1,acquisition,,0.005434,0.999709,0,57.493304,0
1.385941,,0.005486,0,1,acquisition,,0.027524,0.992537,0,57.777779,0
1.381636,,0.00395,0,1,acquisition,,0.018359,0.996676,0,57.994344,0
1.37822,,0.003555,0,1,acquisition,,0.004005,0.999842,0,58.226855,0
1.374629,,0.001758,0,1,acquisition,,0.060559,0.964133,0,58.427209,0
1.372767,,0.001777,0,1,acquisition,,0.004104,0.999834,0,58.6281,0
1.370004,,0.002543,0,1,acquisition,,0.012355,0.998494,0,58.828128,0
1.36724,,0.003219,0,1,acquisition,,0.019714,0.996168,0,59.060861,0
1.364588,,0.003618,0,1,acquisition,,0.020612,0.995811,0,59.331989,0
1.36146,,0.003639,0,1,acquisition,,0.027417,0.992595,0,59.562081,0
1.358503,,0.003971,0,1,acquisition,,0.028711,0.991881,0,59.765749,0
1.354621,,0.003194,0,1,acquisition,,0.094374,0.914047,0,59.99506,0
