agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,54.530007,54.530007
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8462,,67.0,0,,54.621689
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8406,,87.0,1,,54.621689
P0,,,pi_flash,1.295182,,,,0.262025,,,,55.318145
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,55.318145,55.318145
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7547,,62.0,0,,55.485253
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7337,,83.0,1,,55.485253
P0,,,pi_flash,1.288292,,,,0.083805,,,,56.118452
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,56.118452,56.118452
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,65.0,0,,56.221886
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9382,,98.0,1,,56.221886
P0,,,pi_flash,1.288392,,,,0.045068,,,,56.901325
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,56.901325,56.901325
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,65.0,0,,57.094731
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8627,,98.0,1,,57.094731
P0,,,pi_flash,1.277032,,,,0.081332,,,,57.729624
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,57.729624,57.729624
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8302,,66.0,0,,57.953083
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7549,,87.0,1,,57.953083
P0,,,pi_flash,1.244888,,,,0.181796,,,,58.620074
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,58.620074,58.620074
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7736,,63.0,0,,58.733635
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7839,,84.0,1,,58.733635
P0,,,pi_flash,1.232992,,,,0.04689,,,,59.430789
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,59.430789,59.430789
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8868,,69.0,0,,59.553945
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8236,,95.0,1,,59.553945
