agent_id,f_lock_hz,fire_count,flash_on,frequency_hz,lock_hold_state,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
V0,,25,1,2.854336,acquisition,1.404886,24,51,virtual,8.795783,all_to_all
V1,,27,1,2.88231,acquisition,1.538338,24,49,virtual,8.795783,all_to_all
P0,,24,0,2.527164,acquisition,6.256861,,0,pi,8.795783,all_to_all
V0,,25,0,2.849907,acquisition,4.889258,25,52,virtual,8.995877,all_to_all
V1,,27,0,2.876894,acquisition,5.045203,25,50,virtual,8.995877,all_to_all
P0,,25,0,2.514192,acquisition,3.098932,,0,pi,8.995877,all_to_all
V0,,26,1,2.829375,acquisition,4.05496,25,53,virtual,9.228996,all_to_all
V1,,28,1,2.852324,acquisition,4.230582,25,51,virtual,9.228996,all_to_all
P0,,26,1,2.490653,acquisition,0.380992,,0,pi,9.228996,all_to_all
V0,,27,1,2.817707,acquisition,0.184162,26,54,virtual,9.429449,all_to_all
V1,,29,1,2.838804,acquisition,0.364366,26,52,virtual,9.429449,all_to_all
P0,,26,0,2.481617,acquisition,3.517437,,0,pi,9.429449,all_to_all
V0,,27,0,2.79252,acquisition,4.959506,26,55,virtual,9.629453,all_to_all
V1,,29,0,2.810243,acquisition,5.143069,26,53,virtual,9.629453,all_to_all
P0,,27,1,2.477515,acquisition,0.43253,,0,pi,9.629453,all_to_all
V0,,28,1,2.778898,acquisition,1.033902,27,57,virtual,9.829565,all_to_all
V1,,30,1,2.795117,acquisition,1.213303,27,55,virtual,9.829565,all_to_all
P0,,27,0,2.482489,acquisition,3.66347,,0,pi,9.829565,all_to_all
V0,,28,0,2.750886,acquisition,5.698377,28,58,virtual,10.103331,all_to_all
V1,,30,0,2.764413,acquisition,5.840672,28,56,virtual,10.103331,all_to_all
P0,,28,0,2.489603,acquisition,1.840829,,0,pi,10.103331,all_to_all
V0,,29,1,2.728805,acquisition,3.452769,28,59,virtual,10.330059,all_to_all
V1,,31,1,2.740333,acquisition,3.554425,28,57,virtual,10.330059,all_to_all
P0,,28,0,2.486175,acquisition,5.537353,,0,pi,10.330059,all_to_all
V0,,30,1,2.709642,acquisition,1.158261,29,61,virtual,10.56338,all_to_all
V1,,32,1,2.719481,acquisition,1.224194,29,59,virtual,10.56338,all_to_all
P0,,29,0,2.488156,acquisition,3.019252,,0,pi,10.56338,all_to_all
V0,,30,0,2.695432,acquisition,4.541785,29,61,virtual,10.763758,all_to_all
V1,,32,0,2.704034,acquisition,4.59932,29,59,virtual,10.763758,all_to_all
P0,,29,0,2.505066,acquisition,6.240685,,0,pi,10.763758,all_to_all
V0,,31,1,2.681083,acquisition,2.162129,30,63,virtual,10.996747,all_to_all
V1,,33,1,2.688443,acquisition,2.219421,30,61,virtual,10.996747,all_to_all
P0,,30,0,2.525287,acquisition,3.640732,,0,pi,10.996747,all_to_all
V0,,32,1,2.667186,acquisition,0.28237,31,64,virtual,11.267264,all_to_all
V1,,34,1,2.673346,acquisition,0.340718,31,62,virtual,11.267264,all_to_all
P0,,31,0,2.54302,acquisition,1.803373,,0,pi,11.267264,all_to_all
V0,,32,1,2.656943,acquisition,4.153776,31,65,virtual,11.497556,all_to_all
V1,,34,1,2.662216,acquisition,4.212043,31,63,virtual,11.497556,all_to_all
P0,,31,0,2.574409,acquisition,5.573589,,0,pi,11.497556,all_to_all
V0,,33,1,2.64819,acquisition,1.737183,32,67,virtual,11.73008,all_to_all
V1,,35,1,2.652703,acquisition,1.794295,32,65,virtual,11.73008,all_to_all
P0,,32,0,2.613014,acquisition,2.924161,,0,pi,11.73008,all_to_all
V0,,33,0,2.641654,acquisition,5.04185,32,67,virtual,11.931026,all_to_all
V1,,35,0,2.645603,acquisition,5.097287,32,65,virtual,11.931026,all_to_all
P0,,32,0,2.642019,acquisition,6.249026,,0,pi,11.931026,all_to_all
V0,,34,1,2.635951,acquisition,2.046453,33,69,virtual,12.163621,all_to_all
V1,,36,1,2.639436,acquisition,2.099764,33,67,virtual,12.163621,all_to_all
P0,,33,0,2.647124,acquisition,4.01563,,0,pi,12.163621,all_to_all
V0,,34,0,2.630217,acquisition,5.850987,33,69,virtual,12.412829,all_to_all
V1,,36,0,2.633347,acquisition,5.901669,33,67,virtual,12.412829,all_to_all
P0,,34,0,2.635873,acquisition,2.077115,,0,pi,12.412829,all_to_all
V0,,35,1,2.625312,acquisition,3.380729,34,71,virtual,12.631583,all_to_all
V1,,37,1,2.62821,acquisition,3.428793,34,69,virtual,12.631583,all_to_all
P0,,34,0,2.616823,acquisition,5.965409,,0,pi,12.631583,all_to_all
V0,,36,1,2.622823,acquisition,0.382798,35,72,virtual,12.83187,all_to_all
V1,,38,1,2.625585,acquisition,0.428803,35,70,virtual,12.83187,all_to_all
P0,,35,0,2.618293,acquisition,3.1696,,0,pi,12.83187,all_to_all
V0,,36,0,2.619891,acquisition,5.342532,36,74,virtual,13.133184,all_to_all
V1,,38,0,2.62229,acquisition,5.385277,36,72,virtual,13.133184,all_to_all
P0,,36,0,2.61693,acquisition,2.152168,,0,pi,13.133184,all_to_all
V0,,37,1,2.624269,acquisition,2.936182,36,75,virtual,13.365213,all_to_all
V1,,39,1,2.626343,acquisition,2.976131,36,73,virtual,13.365213,all_to_all
P0,,36,0,2.60322,acquisition,6.174109,,0,pi,13.365213,all_to_all
V0,,37,0,2.632291,acquisition,0.001376,37,76,virtual,13.565793,all_to_all
V1,,40,1,2.634111,acquisition,0.03886,37,74,virtual,13.565793,all_to_all
P0,,37,0,2.607263,acquisition,3.345064,,0,pi,13.565793,all_to_all
V0,,37,0,2.637124,acquisition,3.904927,37,77,virtual,13.798759,all_to_all
V1,,40,1,2.63873,acquisition,3.935659,37,74,virtual,13.798759,all_to_all
P0,,37,0,2.614883,acquisition,1.186976,,0,pi,13.798759,all_to_all
V0,,38,1,2.639068,acquisition,1.517922,37,78,virtual,14.031583,all_to_all
V1,,41,1,2.64052,acquisition,1.540568,37,75,virtual,14.031583,all_to_all
P0,,37,0,2.609871,acquisition,5.24011,,2,pi,14.031583,all_to_all
V0,,38,0,2.636046,acquisition,4.841426,38,79,virtual,14.232949,all_to_all
V1,,41,0,2.637376,acquisition,4.861056,38,76,virtual,14.232949,all_to_all
P0,,38,0,2.606148,acquisition,2.348522,,0,pi,14.232949,all_to_all
V0,,39,1,2.632738,acquisition,3.623011,38,80,virtual,14.465525,all_to_all
V1,,42,1,2.630439,acquisition,3.637371,38,77,virtual,14.465525,all_to_all
P0,,39,1,2.596356,acquisition,0.056908,,2,pi,14.465525,all_to_all
V0,,39,0,2.635354,acquisition,5.893151,39,81,virtual,14.666488,all_to_all
V1,,42,0,2.629292,acquisition,5.89832,39,78,virtual,14.666488,all_to_all
P0,,39,0,2.589253,acquisition,3.398716,,0,pi,14.666488,all_to_all
V0,,40,0,2.645902,acquisition,4.746798,40,83,virtual,14.968145,all_to_all
V1,,43,0,2.636421,acquisition,4.728509,40,80,virtual,14.968145,all_to_all
P0,,40,0,2.579799,acquisition,2.122119,,0,pi,14.968145,all_to_all
V0,,41,1,2.649204,acquisition,2.446352,40,84,virtual,15.198958,all_to_all
V1,,44,1,2.640427,acquisition,2.416207,40,81,virtual,15.198958,all_to_all
P0,,40,0,2.580264,acquisition,6.04267,,1,pi,15.198958,all_to_all
V0,,41,0,2.649745,acquisition,5.849278,41,85,virtual,15.400151,all_to_all
V1,,44,0,2.641847,acquisition,5.81189,41,82,virtual,15.400151,all_to_all
P0,,41,0,2.576925,acquisition,3.093141,,0,pi,15.400151,all_to_all
V0,,42,1,2.649687,acquisition,4.105293,41,86,virtual,15.600155,all_to_all
V1,,45,1,2.642998,acquisition,4.061588,41,83,virtual,15.600155,all_to_all
P0,,42,1,2.568909,acquisition,0.127844,,0,pi,15.600155,all_to_all
V0,,43,1,2.649575,acquisition,0.093124,42,87,virtual,15.800495,all_to_all
V1,,46,1,2.643466,acquisition,0.047511,42,84,virtual,15.800495,all_to_all
P0,,42,0,2.56851,acquisition,3.432732,,0,pi,15.800495,all_to_all
V0,,43,0,2.649349,acquisition,5.203363,43,89,virtual,16.105862,all_to_all
V1,,46,0,2.644361,acquisition,5.155678,43,86,virtual,16.105862,all_to_all
P0,,43,0,2.568374,acquisition,2.252678,,0,pi,16.105862,all_to_all
V0,,44,1,2.649262,acquisition,2.873792,43,89,virtual,16.333536,all_to_all
V1,,46,0,2.644995,acquisition,2.828558,43,87,virtual,16.333536,all_to_all
P0,,43,0,2.558981,acquisition,6.01357,,0,pi,16.333536,all_to_all
V0,,44,0,2.650447,acquisition,6.25274,44,90,virtual,16.534021,all_to_all
V1,,46,0,2.646713,acquisition,6.213443,44,88,virtual,16.534021,all_to_all
P0,,44,0,2.558735,acquisition,3.017607,,0,pi,16.534021,all_to_all
V0,,45,0,2.658444,acquisition,5.040821,45,92,virtual,16.83892,all_to_all
V1,,47,0,2.655385,acquisition,5.006715,45,90,virtual,16.83892,all_to_all
P0,,45,0,2.56149,acquisition,1.761381,,0,pi,16.83892,all_to_all
V0,,46,1,2.665153,acquisition,2.710065,45,93,virtual,17.067599,all_to_all
V1,,48,1,2.662518,acquisition,2.677308,45,91,virtual,17.067599,all_to_all
P0,,45,0,2.554383,acquisition,5.525101,,0,pi,17.067599,all_to_all
V0,,46,0,2.67035,acquisition,6.108481,46,94,virtual,17.268425,all_to_all
V1,,48,0,2.667995,acquisition,6.0767,46,92,virtual,17.268425,all_to_all
P0,,46,0,2.554773,acquisition,2.571161,,0,pi,17.268425,all_to_all
V0,,47,0,2.676997,acquisition,4.940512,47,96,virtual,17.501108,all_to_all
V1,,49,0,2.675036,acquisition,4.910445,47,94,virtual,17.501108,all_to_all
P0,,47,1,2.558242,acquisition,0.247384,,0,pi,17.501108,all_to_all
V0,,48,1,2.678928,acquisition,0.365924,47,96,virtual,17.701518,all_to_all
V1,,50,1,2.677095,acquisition,0.336534,47,94,virtual,17.701518,all_to_all
P0,,47,0,2.554452,acquisition,3.555298,,0,pi,17.701518,all_to_all
V0,,48,0,2.684016,acquisition,5.499516,48,98,virtual,17.989571,all_to_all
V1,,50,0,2.682509,acquisition,5.472338,48,96,virtual,17.989571,all_to_all
P0,,48,0,2.549487,acquisition,2.01206,,0,pi,17.989571,all_to_all
V0,,49,1,2.686843,acquisition,2.624922,48,99,virtual,18.201789,all_to_all
V1,,51,1,2.685517,acquisition,2.5993,48,97,virtual,18.201789,all_to_all
P0,,48,0,2.556137,acquisition,5.601326,,0,pi,18.201789,all_to_all
V0,,49,0,2.689307,acquisition,6.034515,49,100,virtual,18.402095,all_to_all
V1,,51,0,2.688138,acquisition,6.010469,49,98,virtual,18.402095,all_to_all
P0,,49,0,2.56963,acquisition,2.715299,,0,pi,18.402095,all_to_all
V0,,50,1,2.691496,acquisition,3.183007,49,101,virtual,18.602261,all_to_all
V1,,52,1,2.690467,acquisition,3.160534,49,99,virtual,18.602261,all_to_all
P0,,49,0,2.591375,acquisition,6.239148,,0,pi,18.602261,all_to_all
V0,,51,1,2.693693,acquisition,0.902674,50,103,virtual,18.834523,all_to_all
V1,,53,1,2.69281,acquisition,0.882012,50,101,virtual,18.834523,all_to_all
P0,,50,0,2.598548,acquisition,3.901484,,0,pi,18.834523,all_to_all
V0,,51,0,2.695778,acquisition,5.456745,51,104,virtual,19.11096,all_to_all
V1,,53,0,2.695039,acquisition,5.438083,51,102,virtual,19.11096,all_to_all
P0,,51,0,2.625075,acquisition,2.390811,,0,pi,19.11096,all_to_all
V0,,52,1,2.697721,acquisition,4.296299,51,105,virtual,19.335513,all_to_all
V1,,54,1,2.697116,acquisition,4.279762,51,103,virtual,19.335513,all_to_all
P0,,52,1,2.667238,acquisition,0.189228,,0,pi,19.335513,all_to_all
V0,,53,1,2.698512,acquisition,0.300648,52,106,virtual,19.536179,all_to_all
V1,,55,1,2.697958,acquisition,0.285007,52,104,virtual,19.536179,all_to_all
P0,,52,0,2.675482,acquisition,3.682332,,0,pi,19.536179,all_to_all
V0,,53,0,2.700003,acquisition,4.896815,53,108,virtual,19.811471,all_to_all
V1,,55,0,2.699539,acquisition,4.882865,53,106,virtual,19.811471,all_to_all
P0,,53,0,2.687481,acquisition,2.185543,,0,pi,19.811471,all_to_all
V0,,54,1,2.701187,acquisition,2.63999,53,109,virtual,20.036486,all_to_all
V1,,56,1,2.70079,acquisition,2.627409,53,107,virtual,20.036486,all_to_all
P0,,53,0,2.721162,acquisition,6.236888,,0,pi,20.036486,all_to_all
V0,,54,0,2.702128,acquisition,6.090022,54,110,virtual,20.236618,all_to_all
V1,,56,0,2.701781,acquisition,6.07853,54,108,virtual,20.236618,all_to_all
P0,,54,0,2.741761,acquisition,3.535468,,0,pi,20.236618,all_to_all
V0,,55,1,2.703304,acquisition,4.406577,55,112,virtual,20.504747,all_to_all
V1,,57,1,2.703013,acquisition,4.39642,55,110,virtual,20.504747,all_to_all
P0,,55,0,2.767104,acquisition,2.120885,,0,pi,20.504747,all_to_all
V0,,56,1,2.704227,acquisition,2.169951,55,113,virtual,20.736331,all_to_all
V1,,58,1,2.703978,acquisition,2.160855,55,111,virtual,20.736331,all_to_all
P0,,55,0,2.764188,acquisition,6.238226,,2,pi,20.736331,all_to_all
V0,,56,0,2.704921,acquisition,5.64387,56,114,virtual,20.937063,all_to_all
V1,,58,0,2.704703,acquisition,5.635608,56,112,virtual,20.937063,all_to_all
P0,,56,0,2.756453,acquisition,3.473217,,0,pi,20.937063,all_to_all
V0,,57,1,2.705972,acquisition,3.989894,57,116,virtual,21.202712,all_to_all
V1,,59,1,2.70579,acquisition,3.98264,57,114,virtual,21.202712,all_to_all
P0,,57,0,2.743386,acquisition,1.824014,,2,pi,21.202712,all_to_all
V0,,58,1,2.711032,acquisition,1.202441,57,117,virtual,21.403509,all_to_all
V1,,60,1,2.710872,acquisition,1.195872,57,115,virtual,21.403509,all_to_all
P0,,57,0,2.730819,acquisition,5.279244,,0,pi,21.403509,all_to_all
V0,,58,0,2.717115,acquisition,4.733375,58,118,virtual,21.604045,all_to_all
V1,,60,0,2.716975,acquisition,4.727433,58,116,virtual,21.604045,all_to_all
P0,,58,0,2.723114,acquisition,2.427908,,0,pi,21.604045,all_to_all
V0,,59,1,2.718665,acquisition,3.741201,58,119,virtual,21.837538,all_to_all
V1,,61,1,2.71855,acquisition,3.736098,58,117,virtual,21.837538,all_to_all
P0,,59,1,2.715037,acquisition,0.153944,,0,pi,21.837538,all_to_all
V0,,59,0,2.718314,acquisition,6.084521,59,120,virtual,22.037663,all_to_all
V1,,61,0,2.71821,acquisition,6.079756,59,118,virtual,22.037663,all_to_all
P0,,59,0,2.726402,acquisition,3.636328,,0,pi,22.037663,all_to_all
V0,,60,1,2.718042,acquisition,4.476486,60,122,virtual,22.310429,all_to_all
V1,,62,1,2.717954,acquisition,4.472335,60,120,virtual,22.310429,all_to_all
P0,,60,0,2.75011,acquisition,2.185293,,0,pi,22.310429,all_to_all
V0,,61,1,2.723289,acquisition,2.303531,60,123,virtual,22.537157,all_to_all
V1,,63,1,2.723214,acquisition,2.299857,60,121,virtual,22.537157,all_to_all
P0,,60,0,2.757821,acquisition,6.183094,,2,pi,22.537157,all_to_all
V0,,61,0,2.727669,acquisition,5.827438,61,124,virtual,22.738047,all_to_all
V1,,63,0,2.727603,acquisition,5.824132,61,122,virtual,22.738047,all_to_all
P0,,61,0,2.768362,acquisition,3.43398,,0,pi,22.738047,all_to_all
V0,,62,1,2.727514,acquisition,3.633184,61,125,virtual,23.013701,all_to_all
V1,,64,1,2.727458,acquisition,3.630263,61,123,virtual,23.013701,all_to_all
P0,,62,0,2.791416,acquisition,2.075221,,0,pi,23.013701,all_to_all
V0,,63,1,2.731296,acquisition,2.048327,62,127,virtual,23.237607,all_to_all
V1,,65,1,2.731249,acquisition,2.045796,62,125,virtual,23.237607,all_to_all
P0,,62,0,2.81918,acquisition,6.185941,,0,pi,23.237607,all_to_all
V0,,63,0,2.735238,acquisition,4.999452,63,128,virtual,23.438812,all_to_all
V1,,65,0,2.735196,acquisition,4.997138,63,126,virtual,23.438812,all_to_all
P0,,63,0,2.825072,acquisition,3.530641,,0,pi,23.438812,all_to_all
V0,,64,1,2.74165,acquisition,3.445496,64,130,virtual,23.712545,all_to_all
V1,,66,1,2.741614,acquisition,3.443494,64,128,virtual,23.712545,all_to_all
P0,,64,0,2.823288,acquisition,2.131702,,0,pi,23.712545,all_to_all
V0,,65,1,2.752316,acquisition,1.06228,64,131,virtual,23.939198,all_to_all
V1,,67,1,2.752285,acquisition,1.060517,64,129,virtual,23.939198,all_to_all
P0,,64,0,2.838233,acquisition,6.223676,,0,pi,23.939198,all_to_all
V0,,65,0,2.764343,acquisition,4.882696,65,132,virtual,24.172367,all_to_all
V1,,67,0,2.764317,acquisition,4.881145,65,130,virtual,24.172367,all_to_all
P0,,65,0,2.843922,acquisition,4.11885,,0,pi,24.172367,all_to_all
V0,,66,1,2.775338,acquisition,2.433996,66,134,virtual,24.408882,all_to_all
V1,,68,1,2.775316,acquisition,2.432633,66,132,virtual,24.408882,all_to_all
P0,,66,0,2.837823,acquisition,2.007757,,2,pi,24.408882,all_to_all
V0,,67,1,2.78492,acquisition,0.038621,66,134,virtual,24.639556,all_to_all
V1,,69,1,2.784901,acquisition,0.037424,66,132,virtual,24.639556,all_to_all
P0,,66,0,2.823482,acquisition,6.055047,,0,pi,24.639556,all_to_all
V0,,67,1,2.792037,acquisition,3.407433,67,136,virtual,24.839644,all_to_all
V1,,69,1,2.79202,acquisition,3.406362,67,134,virtual,24.839644,all_to_all
P0,,67,0,2.814926,acquisition,3.286995,,0,pi,24.839644,all_to_all
V0,,68,1,2.801182,acquisition,2.764379,68,138,virtual,25.16375,all_to_all
V1,,70,1,2.801169,acquisition,2.763492,68,136,virtual,25.16375,all_to_all
P0,,68,0,2.800074,acquisition,2.655834,,2,pi,25.16375,all_to_all
V0,,68,0,2.800583,acquisition,6.133973,68,138,virtual,25.373263,all_to_all
V1,,70,0,2.800571,acquisition,6.13318,68,136,virtual,25.373263,all_to_all
P0,,68,0,2.773121,acquisition,6.243399,,0,pi,25.373263,all_to_all
V0,,69,1,2.795389,acquisition,3.777602,69,140,virtual,25.606639,all_to_all
V1,,71,1,2.795379,acquisition,3.776907,69,138,virtual,25.606639,all_to_all
