agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9107,,72.0,0,,5.252418
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9444,,112.0,1,,5.252418
P0,,,pi_flash,2.001458,,,,6.273302,,,,5.619207
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,5.619207,5.619207
P0,,,pi_flash,1.99965,,,,1.378725,,,,5.732229
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,5.732229,5.732229
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9107,,72.0,0,,5.820941
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8611,,103.0,1,,5.820941
P0,,,pi_flash,1.975514,,,,0.023012,,,,6.152572
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,6.152572,6.152572
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7679,,64.0,0,,6.319504
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7315,,89.0,1,,6.319504
P0,,,pi_flash,1.95503,,,,0.38607,,,,6.72875
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,6.72875,6.72875
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7236,,61.0,0,,6.852977
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7383,,89.0,1,,6.852977
P0,,,pi_flash,1.942658,,,,0.118327,,,,7.253439
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,7.253439,7.253439
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8491,,67.0,0,,7.42012
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7196,,87.0,1,,7.42012
P0,,,pi_flash,1.92283,,,,0.254999,,,,7.820377
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,7.820377,7.820377
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9038,,69.0,0,,7.953936
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7547,,90.0,1,,7.953936
P0,,,pi_flash,1.908894,,,,6.280979,,,,8.354044
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.354044,8.354044
P0,,,pi_flash,1.908097,,,,1.297526,,,,8.46476
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.46476,8.46476
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8077,,64.0,0,,8.574749
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7048,,84.0,1,,8.574749
P0,,,pi_flash,1.892491,,,,0.173238,,,,8.921227
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,8.921227,8.921227
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8269,,65.0,0,,9.054733
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7267,,85.0,1,,9.054733
P0,,,pi_flash,1.883946,,,,0.097958,,,,9.454906
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,9.454906,9.454906
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7059,,58.0,0,,9.560318
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8485,,94.0,1,,9.560318
P0,,,pi_flash,1.880979,,,,0.092993,,,,9.988537
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,9.988537,9.988537
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8858,,67.0,0,,10.097875
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8401,,93.0,1,,10.097875
P0,,,pi_flash,1.877938,,,,0.140505,,,,10.526847
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,10.526847,10.526847
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,73.0,0,,10.641947
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9495,,104.0,1,,10.641947
P0,,,pi_flash,1.875173,,,,0.062455,,,,11.05604
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,11.05604,11.05604
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,74.0,0,,11.201349
V1,,0,pi_detected_virtual_flash,,0.0,1,0.974,,111.0,1,,11.201349
P0,,,pi_flash,1.869397,,,,0.183756,,,,11.622688
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,11.622688,11.622688
V1,,0,pi_detected_virtual_flash,,0.0,1,0.916,,106.0,1,,11.744275
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8846,,67.0,0,,11.823149
P0,,,pi_flash,1.86423,,,,0.272518,,,,12.190189
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,12.190189,12.190189
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7498,,90.0,1,,12.356827
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9423,,70.0,0,,12.390235
P0,,,pi_flash,1.856345,,,,0.155091,,,,12.757354
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,12.757354,12.757354
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9038,,68.0,0,,12.92337
V1,,0,pi_detected_virtual_flash,,0.0,1,0.731,,88.0,1,,12.92337
P0,,,pi_flash,1.846267,,,,0.013757,,,,13.324264
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,13.324264,13.324264
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9431,,70.0,0,,13.466387
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7498,,90.0,1,,13.466387
P0,,,pi_flash,1.836785,,,,0.019681,,,,13.900226
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,13.900226,13.900226
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9046,,68.0,0,,13.993489
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9211,,108.0,1,,13.993489
P0,,,pi_flash,1.830256,,,,0.081412,,,,14.458282
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,14.458282,14.458282
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,73.0,0,,14.56545
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8785,,104.0,1,,14.56545
P0,,,pi_flash,1.82317,,,,0.429775,,,,15.038492
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,15.038492,15.038492
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9618,,71.0,0,,15.19157
V1,,0,pi_detected_virtual_flash,,0.0,1,0.757,,91.0,1,,15.19157
P0,,,pi_flash,1.813953,,,,0.220457,,,,15.596682
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,15.596682,15.596682
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9231,,69.0,0,,15.740408
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,96.0,1,,15.740408
P0,,,pi_flash,1.810634,,,,0.428001,,,,16.204498
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,16.204498,16.204498
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7885,,62.0,0,,16.359455
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7217,,86.0,1,,16.359455
P0,,,pi_flash,1.806099,,,,0.05612,,,,16.759773
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,16.759773,16.759773
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8039,,62.0,0,,16.883816
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7308,,86.0,1,,16.883816
P0,,,pi_flash,1.800457,,,,0.080663,,,,17.326795
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,17.326795,17.326795
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,74.0,0,,17.451163
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9574,,109.0,1,,17.451163
P0,,,pi_flash,1.792899,,,,1.243328,,,,17.988691
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,17.988691,17.988691
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,73.0,0,,18.10198
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8077,,94.0,1,,18.10198
P0,,,pi_flash,1.773361,,,,0.02323,,,,18.460829
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,18.460829,18.460829
V0,,0,pi_detected_virtual_flash,,0.0,1,1.0,,75.0,0,,18.627606
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9429,,109.0,1,,18.727994
P0,,,pi_flash,1.757812,,,,0.071975,,,,19.078041
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.078041,19.078041
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,64.0,0,,19.273004
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8762,,102.0,1,,19.273004
P0,,,pi_flash,1.741448,,,,0.158095,,,,19.706566
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,19.706566,19.706566
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8491,,66.0,0,,19.801522
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8019,,95.0,1,,19.801522
P0,,,pi_flash,1.752114,,,,0.223911,,,,20.295446
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.295446,20.295446
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9623,,72.0,0,,20.462015
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8208,,97.0,1,,20.462015
P0,,,pi_flash,1.745524,,,,6.274223,,,,20.866834
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.866834,20.866834
P0,,,pi_flash,1.743987,,,,1.039845,,,,20.965412
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,20.965412,20.965412
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,64.0,0,,21.09659
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8302,,98.0,1,,21.09659
P0,,,pi_flash,1.707797,,,,6.244858,,,,21.49611
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,21.49611,21.49611
P0,,,pi_flash,1.704999,,,,1.030189,,,,21.599699
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,21.599699,21.599699
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9057,,69.0,0,,21.705975
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7358,,88.0,1,,21.705975
P0,,,pi_flash,1.679508,,,,0.187541,,,,22.144224
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,22.144224,22.144224
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9811,,73.0,0,,22.29678
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8019,,95.0,1,,22.29678
P0,,,pi_flash,1.665127,,,,0.155335,,,,22.772505
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,22.772505,22.772505
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8491,,100.0,1,,22.874731
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7358,,60.0,0,,22.930369
P0,,,pi_flash,1.656745,,,,0.018528,,,,23.386338
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,23.386338,23.386338
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9057,,69.0,0,,23.498454
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7429,,88.0,1,,23.498454
P0,,,pi_flash,1.646708,,,,0.134162,,,,24.008855
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,24.008855,24.008855
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8824,,67.0,0,,24.131062
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8566,,99.0,1,,24.131062
P0,,,pi_flash,1.637107,,,,0.114747,,,,24.641398
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,24.641398,24.641398
V0,,0,pi_detected_virtual_flash,,0.0,1,0.88,,67.0,0,,24.74064
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7778,,87.0,1,,24.74064
P0,,,pi_flash,1.636446,,,,0.156938,,,,25.265185
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.265185,25.265185
V0,,0,pi_detected_virtual_flash,,0.0,1,0.92,,69.0,0,,25.368475
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8058,,88.0,1,,25.368475
P0,,,pi_flash,1.633063,,,,0.151949,,,,25.880348
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.880348,25.880348
V0,,0,pi_detected_virtual_flash,,0.0,1,0.74,,60.0,0,,25.97277
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8958,,96.0,1,,25.97277
V0,,0,pi_detected_virtual_flash,,0.0,1,0.68,,57.0,0,,26.509626
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7708,,84.0,1,,26.509626
P0,,,pi_flash,1.628767,,,,0.264735,,,,26.509626
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.509626,26.509626
P0,,,pi_flash,1.629576,,,,0.061383,,,,27.099966
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,27.099966,27.099966
V0,,0,pi_detected_virtual_flash,,0.0,1,0.92,,69.0,0,,27.20843
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8298,,89.0,1,,27.20843
P0,,,pi_flash,1.6267,,,,0.250661,,,,27.733475
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,27.733475,27.733475
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8802,,67.0,0,,27.883621
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7739,,86.0,1,,27.883621
P0,,,pi_flash,1.624305,,,,0.051991,,,,28.333939
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,28.333939,28.333939
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9,,68.0,0,,28.474556
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9128,,100.0,1,,28.474556
P0,,,pi_flash,1.623334,,,,0.290779,,,,29.001015
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.001015,29.001015
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7843,,62.0,0,,29.105373
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8654,,100.0,1,,29.105373
P0,,,pi_flash,1.622463,,,,0.122578,,,,29.612519
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.612519,29.612519
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7938,,63.0,0,,29.734823
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7524,,89.0,1,,29.734823
P0,,,pi_flash,1.615377,,,,0.057175,,,,30.246383
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.246383,30.246383
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9082,,69.0,0,,30.401902
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8531,,100.0,1,,30.401902
P0,,,pi_flash,1.595799,,,,6.272233,,,,30.902186
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.902186,30.902186
P0,,,pi_flash,1.594628,,,,1.030237,,,,31.008339
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.008339,31.008339
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9423,,71.0,0,,31.110463
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7547,,90.0,1,,31.110463
P0,,,pi_flash,1.579531,,,,0.129327,,,,31.579017
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.579017,31.579017
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9311,,71.0,0,,31.69043
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8396,,99.0,1,,31.69043
P0,,,pi_flash,1.578195,,,,0.154675,,,,32.223974
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.223974,32.223974
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8163,,65.0,0,,32.338757
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7474,,89.0,1,,32.338757
P0,,,pi_flash,1.575137,,,,0.353356,,,,32.882949
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.882949,32.882949
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9701,,73.0,0,,33.003252
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7974,,95.0,1,,33.003252
P0,,,pi_flash,1.561688,,,,0.3564,,,,33.553952
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,33.553952,33.553952
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8302,,65.0,0,,33.63923
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8732,,103.0,1,,33.63923
P0,,,pi_flash,1.549175,,,,0.252548,,,,34.204728
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.204728,34.204728
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8679,,67.0,0,,34.404669
V1,,0,pi_detected_virtual_flash,,0.0,1,0.717,,86.0,1,,34.404669
P0,,,pi_flash,1.540693,,,,0.008941,,,,34.871615
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.871615,34.871615
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9057,,69.0,0,,34.973613
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7358,,88.0,1,,34.973613
P0,,,pi_flash,1.543427,,,,0.088607,,,,35.538695
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,35.538695,35.538695
V1,,0,pi_detected_virtual_flash,,0.0,1,0.717,,86.0,1,,35.680844
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8302,,65.0,0,,35.705464
P0,,,pi_flash,1.540021,,,,6.262489,,,,36.205727
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,36.205727,36.205727
P0,,,pi_flash,1.539678,,,,1.058638,,,,36.319532
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,36.319532,36.319532
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,64.0,0,,36.423755
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6952,,83.0,1,,36.423755
P0,,,pi_flash,1.520294,,,,0.097873,,,,36.90627
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,36.90627,36.90627
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8077,,63.0,0,,37.011494
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7031,,82.0,1,,37.011494
P0,,,pi_flash,1.506537,,,,0.047138,,,,37.573351
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,37.573351,37.573351
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8627,,66.0,0,,37.740373
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8202,,93.0,1,,37.740373
P0,,,pi_flash,1.473394,,,,0.22067,,,,38.307463
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,38.307463,38.307463
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9216,,69.0,0,,38.415115
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7708,,88.0,1,,38.415115
P0,,,pi_flash,1.458727,,,,0.216493,,,,39.007673
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.007673,39.007673
V0,,0,pi_detected_virtual_flash,,0.0,1,0.74,,59.0,0,,39.151915
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8763,,95.0,1,,39.151915
P0,,,pi_flash,1.437662,,,,0.247287,,,,39.741526
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.741526,39.741526
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7968,,62.0,0,,39.855145
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7115,,82.0,1,,39.855145
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7551,,60.0,0,,40.442131
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9265,,97.0,1,,40.442131
P0,,,pi_flash,1.424548,,,,0.107856,,,,40.442131
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,40.442131,40.442131
P0,,,pi_flash,1.430446,,,,0.160959,,,,41.142863
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.142863,41.142863
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8039,,63.0,0,,41.244617
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7157,,83.0,1,,41.244617
P0,,,pi_flash,1.422596,,,,0.114303,,,,41.843413
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.843413,41.843413
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7255,,59.0,0,,41.955114
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8765,,98.0,1,,41.955114
P0,,,pi_flash,1.418766,,,,0.03097,,,,42.543545
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,42.543545,42.543545
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8043,,84.0,1,,42.64593
V0,,0,pi_detected_virtual_flash,,0.0,1,0.92,,68.0,0,,42.710275
P0,,,pi_flash,1.413052,,,,0.091347,,,,43.277134
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,43.277134,43.277134
V0,,0,pi_detected_virtual_flash,,0.0,1,0.84,,64.0,0,,43.388001
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8049,,84.0,1,,43.388001
P0,,,pi_flash,1.412441,,,,0.2612,,,,44.010904
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,44.010904,44.010904
V0,,0,pi_detected_virtual_flash,,0.0,1,0.82,,63.0,0,,44.11264
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8211,,84.0,1,,44.11264
P0,,,pi_flash,1.407422,,,,0.10011,,,,44.711262
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,44.711262,44.711262
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6826,,71.0,1,,44.854258
V0,,0,pi_detected_virtual_flash,,0.0,1,0.86,,65.0,0,,44.878179
P0,,,pi_flash,1.393039,,,,0.207405,,,,45.478689
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,45.478689,45.478689
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8431,,64.0,0,,45.588701
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8222,,84.0,1,,45.588701
P0,,,pi_flash,1.387489,,,,0.201852,,,,46.212849
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.212849,46.212849
V0,,0,pi_detected_virtual_flash,,0.0,1,0.86,,65.0,0,,46.317602
V1,,0,pi_detected_virtual_flash,,0.0,1,0.822,,84.0,1,,46.317602
P0,,,pi_flash,1.382422,,,,0.224206,,,,46.946084
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.946084,46.946084
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8627,,65.0,0,,47.057199
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8152,,85.0,1,,47.057199
P0,,,pi_flash,1.377028,,,,0.218533,,,,47.680123
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,47.680123,47.680123
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8824,,66.0,0,,47.792547
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8172,,86.0,1,,47.792547
P0,,,pi_flash,1.372945,,,,0.031974,,,,48.394221
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,48.394221,48.394221
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7957,,84.0,1,,48.614048
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8431,,64.0,0,,48.64727
P0,,,pi_flash,1.367554,,,,0.039791,,,,49.181027
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.181027,49.181027
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8627,,65.0,0,,49.303361
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7979,,85.0,1,,49.303361
P0,,,pi_flash,1.365588,,,,0.234593,,,,49.948112
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.948112,49.948112
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9021,,67.0,0,,50.051079
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7468,,87.0,1,,50.051079
P0,,,pi_flash,1.362644,,,,0.170276,,,,50.681951
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,50.681951,50.681951
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8846,,66.0,0,,50.915187
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7212,,85.0,1,,50.915187
P0,,,pi_flash,1.357448,,,,6.273558,,,,51.452858
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.452858,51.452858
P0,,,pi_flash,1.357174,,,,0.922964,,,,51.565802
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.565802,51.565802
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6875,,56.0,0,,51.651616
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7185,,83.0,1,,51.651616
