event,model,source,t_s
pi_flash,eapf_consensus,pi_oscillator,17.285137
virtual_flash,eapf_consensus,camera,17.688174
pi_flash,eapf_consensus,pi_oscillator,17.709154
pi_flash,eapf_consensus,pi_oscillator,18.152646
virtual_flash,eapf_consensus,camera,18.257088
pi_flash,eapf_consensus,pi_oscillator,18.607924
virtual_flash,eapf_consensus,camera,18.701019
virtual_flash,eapf_consensus,camera,19.066326
pi_flash,eapf_consensus,pi_oscillator,19.066326
pi_flash,eapf_consensus,pi_oscillator,19.518136
virtual_flash,eapf_consensus,camera,19.64634
pi_flash,eapf_consensus,pi_oscillator,19.970172
virtual_flash,eapf_consensus,camera,20.064325
pi_flash,eapf_consensus,pi_oscillator,20.429437
virtual_flash,eapf_consensus,camera,20.59445
pi_flash,eapf_consensus,pi_oscillator,20.90946
virtual_flash,eapf_consensus,camera,21.032155
pi_flash,eapf_consensus,pi_oscillator,21.398756
virtual_flash,eapf_consensus,camera,21.563188
pi_flash,eapf_consensus,pi_oscillator,21.860112
virtual_flash,eapf_consensus,camera,21.995183
pi_flash,eapf_consensus,pi_oscillator,22.345281
virtual_flash,eapf_consensus,camera,22.443102
pi_flash,eapf_consensus,pi_oscillator,22.816749
virtual_flash,eapf_consensus,camera,23.01904
pi_flash,eapf_consensus,pi_oscillator,23.293072
virtual_flash,eapf_consensus,camera,23.411497
pi_flash,eapf_consensus,pi_oscillator,23.784061
virtual_flash,eapf_consensus,camera,23.982797
pi_flash,eapf_consensus,pi_oscillator,24.229689
virtual_flash,eapf_consensus,camera,24.390281
pi_flash,eapf_consensus,pi_oscillator,24.721454
virtual_flash,eapf_consensus,camera,24.820104
pi_flash,eapf_consensus,pi_oscillator,25.173588
virtual_flash,eapf_consensus,camera,25.337897
pi_flash,eapf_consensus,pi_oscillator,25.657228
virtual_flash,eapf_consensus,camera,25.781626
pi_flash,eapf_consensus,pi_oscillator,26.106019
virtual_flash,eapf_consensus,camera,26.322823
pi_flash,eapf_consensus,pi_oscillator,26.571966
pi_flash,eapf_consensus,pi_oscillator,26.683258
virtual_flash,eapf_consensus,camera,26.81611
pi_flash,eapf_consensus,pi_oscillator,27.05987
virtual_flash,eapf_consensus,camera,27.303244
pi_flash,eapf_consensus,pi_oscillator,27.548782
virtual_flash,eapf_consensus,camera,27.702569
pi_flash,eapf_consensus,pi_oscillator,28.050917
virtual_flash,eapf_consensus,camera,28.208295
pi_flash,eapf_consensus,pi_oscillator,28.544214
virtual_flash,eapf_consensus,camera,28.714791
pi_flash,eapf_consensus,pi_oscillator,29.043019
virtual_flash,eapf_consensus,camera,29.137636
pi_flash,eapf_consensus,pi_oscillator,29.489401
virtual_flash,eapf_consensus,camera,29.656357
pi_flash,eapf_consensus,pi_oscillator,29.993815
