model,variant,topology,freq_set,param_label,K,zero_lag_group_sync_success,phase_locked_group_success,phase_sync_success,frequency_lock_success,one_to_one_flash_lock_success,final_frequency_spread_hz,flash_count_ratio,extra_flash_rate_hz,mean_pairwise_timing_error_s,mean_pairwise_offset_jitter_s,mean_order_parameter_R,sync_diagnostic_label
kuramoto,baseline,all_to_all,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.026984,0.00142,0.977996,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.054286,0.002333,0.913534,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.053968,0.001957,0.913534,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.053651,0.00142,0.913534,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.0,2.0,True,True,True,True,True,0.00203,1.0,0.0,0.054603,0.002618,0.913534,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.054062,0.002333,0.913534,full_group_sync
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.515225,1.375,0.6,0.114464,0.08453,0.569011,extra_flashes_or_harmonic_locking
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.517336,1.375,0.6,0.111607,0.084814,0.572246,extra_flashes_or_harmonic_locking
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.515651,1.375,0.6,0.112143,0.084017,0.572742,extra_flashes_or_harmonic_locking
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.506319,1.2941,0.5,0.123214,0.106908,0.564877,extra_flashes_or_harmonic_locking
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.515225,1.375,0.6,0.114444,0.087953,0.566084,extra_flashes_or_harmonic_locking
kuramoto,baseline,chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.006667,0.00333,0.998658,full_group_sync
kuramoto,baseline,chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.006667,0.00333,0.998658,full_group_sync
kuramoto,baseline,chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.006667,0.00333,0.998658,full_group_sync
kuramoto,baseline,chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.006667,0.00333,0.998658,full_group_sync
kuramoto,baseline,chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.006667,0.00333,0.998658,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.040317,0.00142,0.951531,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.040317,0.00142,0.951531,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.040317,0.00142,0.951531,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.04,0.0,0.951531,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.040317,0.00142,0.951531,full_group_sync
kuramoto,baseline,chain,moderate_heterogeneity,K=2.0,2.0,False,True,False,True,True,0.0,1.0,0.0,0.078413,0.003565,0.823692,offset_phase_locked
kuramoto,baseline,chain,moderate_heterogeneity,K=2.0,2.0,False,True,False,True,True,0.0,1.0,0.0,0.078095,0.003839,0.823692,offset_phase_locked
kuramoto,baseline,chain,moderate_heterogeneity,K=2.0,2.0,False,True,False,True,True,0.0,1.0,0.0,0.078413,0.003565,0.823692,offset_phase_locked
kuramoto,baseline,chain,moderate_heterogeneity,K=2.0,2.0,False,True,False,True,True,0.00203,1.0,0.0,0.078413,0.003565,0.823692,offset_phase_locked
kuramoto,baseline,chain,moderate_heterogeneity,K=2.0,2.0,False,False,False,True,True,0.00203,1.0,0.0,0.087969,0.069586,0.823692,phase_not_synchronised
kuramoto,baseline,chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.421273,1.2353,0.4,0.112545,0.097734,0.581775,extra_flashes_or_harmonic_locking
kuramoto,baseline,chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.417457,1.2353,0.4,0.120357,0.104968,0.567322,extra_flashes_or_harmonic_locking
kuramoto,baseline,chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.419145,1.2353,0.4,0.128947,0.120261,0.553979,extra_flashes_or_harmonic_locking
kuramoto,baseline,chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.419145,1.2353,0.4,0.114364,0.099716,0.572351,extra_flashes_or_harmonic_locking
kuramoto,baseline,chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.419145,1.2353,0.4,0.114909,0.100768,0.575079,extra_flashes_or_harmonic_locking
kuramoto,baseline,directed_chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.069,0.004707,0.87302,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.069,0.004707,0.87302,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.069,0.004707,0.87302,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.069333,0.004688,0.87302,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.0,2.0,True,True,True,True,True,0.0,1.0,0.0,0.069,0.004707,0.87302,full_group_sync
kuramoto,baseline,directed_chain,moderate_heterogeneity,K=2.0,2.0,False,False,False,False,True,0.242901,1.1053,0.2,0.115789,0.087865,0.60674,frequency_not_locked
kuramoto,baseline,directed_chain,moderate_heterogeneity,K=2.0,2.0,False,False,False,False,True,0.270393,1.1053,0.2,0.125439,0.110127,0.597684,frequency_not_locked
kuramoto,baseline,directed_chain,moderate_heterogeneity,K=2.0,2.0,False,False,False,False,True,0.263983,1.1053,0.2,0.12807,0.114121,0.57986,frequency_not_locked
kuramoto,baseline,directed_chain,moderate_heterogeneity,K=2.0,2.0,False,False,False,False,True,0.216129,1.1053,0.2,0.127544,0.087956,0.568879,frequency_not_locked
kuramoto,baseline,directed_chain,moderate_heterogeneity,K=2.0,2.0,False,False,False,False,True,0.220202,1.1053,0.2,0.12193,0.083918,0.589705,frequency_not_locked
kuramoto,baseline,directed_chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.784528,1.4375,0.7,0.124902,0.152941,0.504728,extra_flashes_or_harmonic_locking
kuramoto,baseline,directed_chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.754098,1.4375,0.7,0.123077,0.142801,0.503665,extra_flashes_or_harmonic_locking
kuramoto,baseline,directed_chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.782158,1.4375,0.7,0.125098,0.154712,0.496197,extra_flashes_or_harmonic_locking
kuramoto,baseline,directed_chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.789282,1.4375,0.7,0.127059,0.147908,0.503399,extra_flashes_or_harmonic_locking
kuramoto,baseline,directed_chain,strong_heterogeneity,K=2.0,2.0,False,False,False,False,False,0.794056,1.4375,0.7,0.119423,0.136562,0.510041,extra_flashes_or_harmonic_locking
kuramoto,baseline,all_to_all,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.004127,0.004696,0.9994,full_group_sync
kuramoto,baseline,all_to_all,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.004127,0.004657,0.9994,full_group_sync
kuramoto,baseline,all_to_all,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.004127,0.004657,0.9994,full_group_sync
kuramoto,baseline,all_to_all,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.004127,0.004657,0.9994,full_group_sync
kuramoto,baseline,all_to_all,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.004127,0.004657,0.9994,full_group_sync
kuramoto,baseline,all_to_all,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.022344,0.004743,0.984918,full_group_sync
kuramoto,baseline,all_to_all,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.022222,0.004714,0.984918,full_group_sync
kuramoto,baseline,all_to_all,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.022222,0.004696,0.984918,full_group_sync
kuramoto,baseline,all_to_all,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.02254,0.004696,0.984918,full_group_sync
kuramoto,baseline,all_to_all,near_identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.021905,0.004696,0.984918,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.042222,0.00397,0.94677,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.002043,1.0,0.0,0.04254,0.004237,0.94677,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.04254,0.004237,0.94677,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.042222,0.004047,0.94677,full_group_sync
kuramoto,baseline,all_to_all,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.042222,0.004047,0.94677,full_group_sync
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.34006,1.1667,0.3,0.101404,0.067053,0.650255,frequency_not_locked
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.5,2.5,False,False,False,False,False,0.353054,1.2353,0.4,0.104561,0.084746,0.667096,extra_flashes_or_harmonic_locking
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.5,2.5,False,False,False,False,False,0.360992,1.2353,0.4,0.106491,0.089209,0.66478,extra_flashes_or_harmonic_locking
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.363566,1.1667,0.3,0.117368,0.107202,0.632008,frequency_not_locked
kuramoto,baseline,all_to_all,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.332009,1.1667,0.3,0.108772,0.074485,0.633079,frequency_not_locked
kuramoto,baseline,chain,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.006667,0.00333,0.998651,full_group_sync
kuramoto,baseline,chain,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.006667,0.00333,0.998651,full_group_sync
kuramoto,baseline,chain,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.006667,0.00333,0.998651,full_group_sync
kuramoto,baseline,chain,identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.006667,0.00333,0.998651,full_group_sync
kuramoto,baseline,chain,identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.006667,0.00333,0.998651,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.033281,0.003258,0.966538,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.033333,0.003299,0.966538,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.033333,0.003299,0.966538,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.033333,0.003299,0.966538,full_group_sync
kuramoto,baseline,chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.002051,1.0,0.0,0.033333,0.00333,0.966538,full_group_sync
kuramoto,baseline,chain,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.002043,1.0,0.0,0.062222,0.004714,0.886789,full_group_sync
kuramoto,baseline,chain,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.061905,0.004696,0.886789,full_group_sync
kuramoto,baseline,chain,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.002043,1.0,0.0,0.062222,0.004641,0.886789,full_group_sync
kuramoto,baseline,chain,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.002043,1.0,0.0,0.061587,0.004641,0.886789,full_group_sync
kuramoto,baseline,chain,moderate_heterogeneity,K=2.5,2.5,True,True,True,True,True,0.002043,1.0,0.0,0.062222,0.004641,0.886789,full_group_sync
kuramoto,baseline,chain,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.301662,1.1667,0.3,0.122456,0.074991,0.571884,frequency_not_locked
kuramoto,baseline,chain,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.296347,1.1667,0.3,0.124655,0.100094,0.567147,frequency_not_locked
kuramoto,baseline,chain,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.299894,1.1667,0.3,0.123684,0.102224,0.57568,frequency_not_locked
kuramoto,baseline,chain,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.301662,1.1667,0.3,0.129483,0.136495,0.575292,frequency_not_locked
kuramoto,baseline,chain,strong_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.301662,1.1667,0.3,0.121579,0.074278,0.573635,frequency_not_locked
kuramoto,baseline,directed_chain,identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.013333,0.0,0.994743,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.056667,0.0043,0.91328,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.056667,0.004447,0.91328,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.057,0.004482,0.91328,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.057333,0.004599,0.91328,full_group_sync
kuramoto,baseline,directed_chain,near_identical,K=2.5,2.5,True,True,True,True,True,0.0,1.0,0.0,0.057,0.004482,0.91328,full_group_sync
kuramoto,baseline,directed_chain,moderate_heterogeneity,K=2.5,2.5,False,True,False,True,True,0.012689,1.0,0.0,0.126316,0.013022,0.623152,offset_phase_locked
kuramoto,baseline,directed_chain,moderate_heterogeneity,K=2.5,2.5,False,False,False,False,True,0.082845,1.0,0.0,0.122456,0.078762,0.65983,frequency_not_locked
