agent_id,fire_count,flash_on,frequency_hz,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
V1,25,1,2.580798,1.73226,21,42,virtual,8.724706,all_to_all
P0,21,0,2.426175,2.904518,,0,pi,8.724706,all_to_all
V0,21,0,2.568781,4.901077,21,46,virtual,8.925752,all_to_all
V1,25,0,2.575804,4.919111,21,42,virtual,8.925752,all_to_all
P0,21,0,2.436194,6.071717,,0,pi,8.925752,all_to_all
V0,22,1,2.562465,2.310474,22,48,virtual,9.159113,all_to_all
V1,26,1,2.56901,2.339484,22,44,virtual,9.159113,all_to_all
P0,22,0,2.436768,3.506466,,0,pi,9.159113,all_to_all
V0,23,1,2.551797,0.227488,22,48,virtual,9.35914,all_to_all
V1,27,1,2.557413,0.262871,22,44,virtual,9.35914,all_to_all
P0,23,1,2.454916,0.185274,,0,pi,9.35914,all_to_all
V0,23,1,2.545277,2.84276,23,50,virtual,9.592617,all_to_all
V1,27,1,2.550325,2.880368,23,46,virtual,9.592617,all_to_all
P0,23,0,2.471366,3.624655,,0,pi,9.592617,all_to_all
V0,24,1,2.537036,0.209229,23,50,virtual,9.79268,all_to_all
V1,28,1,2.541367,0.248461,23,46,virtual,9.79268,all_to_all
P0,24,1,2.469869,0.172721,,0,pi,9.79268,all_to_all
V0,24,1,2.530823,3.330998,24,52,virtual,10.026196,all_to_all
V1,28,1,2.53464,3.370618,24,48,virtual,10.026196,all_to_all
P0,24,0,2.461758,3.545158,,0,pi,10.026196,all_to_all
V0,25,1,2.523668,1.200475,24,53,virtual,10.337809,all_to_all
V1,29,1,2.526923,1.239666,24,49,virtual,10.337809,all_to_all
P0,25,0,2.450422,1.768164,,0,pi,10.337809,all_to_all
V0,25,0,2.517637,5.301551,25,54,virtual,10.559771,all_to_all
V1,29,0,2.520429,5.339515,25,50,virtual,10.559771,all_to_all
P0,25,0,2.437518,4.829953,,0,pi,10.559771,all_to_all
V0,26,1,2.512,3.594991,27,57,virtual,10.763301,all_to_all
V1,30,1,2.514329,3.63094,27,53,virtual,10.763301,all_to_all
P0,27,1,2.432263,1.524608,,2,pi,10.763301,all_to_all
V0,26,0,2.510353,5.097872,27,57,virtual,10.99331,all_to_all
V1,30,0,2.512537,5.133018,27,53,virtual,10.99331,all_to_all
P0,27,0,2.425665,4.944166,,0,pi,10.99331,all_to_all
V0,27,1,2.506892,2.292495,28,59,virtual,11.214526,all_to_all
V1,31,1,2.508765,2.325604,28,55,virtual,11.214526,all_to_all
P0,28,0,2.419377,1.987533,,2,pi,11.214526,all_to_all
V0,28,1,2.503518,6.278587,28,59,virtual,11.426966,all_to_all
V1,32,1,2.505087,0.026014,28,55,virtual,11.426966,all_to_all
P0,28,0,2.407777,5.170073,,0,pi,11.426966,all_to_all
V0,29,1,2.502018,1.999205,29,61,virtual,11.628032,all_to_all
V1,32,1,2.503453,2.023158,29,58,virtual,11.628032,all_to_all
P0,29,0,2.403741,1.913518,,2,pi,11.628032,all_to_all
V0,29,0,2.499624,5.522273,29,61,virtual,11.860411,all_to_all
V1,32,0,2.500853,5.517327,29,58,virtual,11.860411,all_to_all
P0,29,0,2.390235,5.361263,,0,pi,11.860411,all_to_all
V0,30,1,2.497522,2.766074,30,63,virtual,12.094086,all_to_all
V1,33,1,2.4986,2.740616,30,60,virtual,12.094086,all_to_all
P0,30,0,2.382661,2.547214,,0,pi,12.094086,all_to_all
V0,30,0,2.495924,5.787551,30,63,virtual,12.29431,all_to_all
V1,33,0,2.496926,5.761126,30,60,virtual,12.29431,all_to_all
P0,30,0,2.378061,5.522329,,0,pi,12.29431,all_to_all
V0,31,1,2.492031,3.019857,31,65,virtual,12.527557,all_to_all
V1,34,1,2.495205,3.011377,31,62,virtual,12.527557,all_to_all
P0,31,0,2.376206,2.709606,,0,pi,12.527557,all_to_all
V0,32,1,2.485071,0.216836,31,65,virtual,12.760613,all_to_all
V1,35,1,2.493701,0.25575,31,62,virtual,12.760613,all_to_all
P0,31,0,2.376155,6.163078,,0,pi,12.760613,all_to_all
V0,32,1,2.479082,3.196398,32,67,virtual,12.960922,all_to_all
V1,35,1,2.492557,3.265853,32,64,virtual,12.960922,all_to_all
P0,32,0,2.376554,2.848173,,0,pi,12.960922,all_to_all
V0,33,1,2.472698,0.377817,32,67,virtual,13.193519,all_to_all
V1,36,1,2.491318,0.475697,32,64,virtual,13.193519,all_to_all
P0,32,0,2.377271,6.269298,,0,pi,13.193519,all_to_all
V0,33,1,2.464134,3.333136,33,69,virtual,13.394596,all_to_all
V1,36,1,2.489346,3.456089,33,66,virtual,13.394596,all_to_all
P0,33,0,2.376617,2.945993,,0,pi,13.394596,all_to_all
V0,34,1,2.445463,1.433076,33,70,virtual,13.626996,all_to_all
V1,37,1,2.480819,1.60846,33,67,virtual,13.626996,all_to_all
P0,34,1,2.371791,0.033115,,0,pi,13.626996,all_to_all
V0,34,1,2.439352,3.387806,34,71,virtual,13.828286,all_to_all
V1,37,1,2.474646,3.570863,34,68,virtual,13.828286,all_to_all
P0,34,0,2.369354,3.002608,,0,pi,13.828286,all_to_all
V0,35,1,2.427924,1.514354,34,72,virtual,14.060996,all_to_all
V1,38,1,2.459658,1.695005,34,69,virtual,14.060996,all_to_all
P0,35,1,2.36383,0.149299,,0,pi,14.060996,all_to_all
V0,35,1,2.420152,3.464008,35,73,virtual,14.261637,all_to_all
V1,38,1,2.451979,3.652684,35,70,virtual,14.261637,all_to_all
P0,35,0,2.36093,3.081443,,0,pi,14.261637,all_to_all
V0,36,1,2.399554,1.526235,35,74,virtual,14.49426,all_to_all
V1,39,1,2.432236,1.747668,35,71,virtual,14.49426,all_to_all
P0,36,1,2.356379,0.047066,,0,pi,14.49426,all_to_all
V0,36,1,2.390803,3.444807,36,75,virtual,14.695407,all_to_all
V1,39,1,2.421918,3.677154,36,72,virtual,14.695407,all_to_all
P0,36,0,2.354622,2.961434,,0,pi,14.695407,all_to_all
V0,37,1,2.373259,1.456223,37,77,virtual,14.927715,all_to_all
V1,40,1,2.399444,1.701083,37,74,virtual,14.927715,all_to_all
P0,37,1,2.350929,0.058896,,0,pi,14.927715,all_to_all
V0,37,1,2.366482,3.368602,37,77,virtual,15.128869,all_to_all
V1,40,1,2.39048,3.61481,37,74,virtual,15.128869,all_to_all
P0,37,0,2.349401,3.021042,,0,pi,15.128869,all_to_all
V0,38,1,2.35462,0.910561,37,78,virtual,15.361326,all_to_all
V1,41,1,2.374654,1.152273,37,75,virtual,15.361326,all_to_all
P0,38,1,2.345895,0.151285,,0,pi,15.361326,all_to_all
V0,38,1,2.348284,3.29926,38,79,virtual,15.562315,all_to_all
V1,41,1,2.366136,3.522208,38,76,virtual,15.562315,all_to_all
P0,38,0,2.344044,3.070519,,0,pi,15.562315,all_to_all
V0,39,1,2.339596,0.830668,38,80,virtual,15.794963,all_to_all
V1,42,1,2.354412,1.010382,38,77,virtual,15.794963,all_to_all
P0,39,1,2.341135,0.027687,,0,pi,15.794963,all_to_all
V0,39,1,2.334821,3.213333,39,81,virtual,15.995766,all_to_all
V1,42,1,2.34801,3.364688,39,78,virtual,15.995766,all_to_all
P0,39,0,2.339631,2.859947,,0,pi,15.995766,all_to_all
V0,40,1,2.328881,0.261903,39,81,virtual,16.228607,all_to_all
V1,43,1,2.340081,0.375408,39,78,virtual,16.228607,all_to_all
P0,39,0,2.337207,6.072773,,0,pi,16.228607,all_to_all
V0,40,1,2.32436,3.094746,40,83,virtual,16.429394,all_to_all
V1,43,1,2.334162,3.192261,40,80,virtual,16.429394,all_to_all
P0,40,0,2.335963,2.644502,,0,pi,16.429394,all_to_all
V0,40,0,2.320917,5.436775,40,83,virtual,16.629639,all_to_all
V1,43,0,2.329736,5.530009,40,80,virtual,16.629639,all_to_all
P0,40,0,2.334284,5.503539,,0,pi,16.629639,all_to_all
V0,41,1,2.316657,2.428308,41,85,virtual,16.862776,all_to_all
V1,44,1,2.324261,2.518663,41,82,virtual,16.862776,all_to_all
P0,41,0,2.333281,2.608106,,0,pi,16.862776,all_to_all
V0,41,0,2.313528,5.241326,41,85,virtual,17.062988,all_to_all
V1,44,0,2.320197,5.329234,41,82,virtual,17.062988,all_to_all
P0,41,0,2.331932,5.51846,,0,pi,17.062988,all_to_all
V0,42,1,2.310402,2.238338,42,87,virtual,17.295582,all_to_all
V1,45,1,2.316114,2.322678,42,84,virtual,17.295582,all_to_all
P0,42,0,2.330938,2.630079,,0,pi,17.295582,all_to_all
V0,42,0,2.308151,5.043637,42,87,virtual,17.496451,all_to_all
V1,45,0,2.313151,5.12434,42,84,virtual,17.496451,all_to_all
P0,42,0,2.327475,5.40387,,0,pi,17.496451,all_to_all
V0,43,1,2.305584,2.500177,43,89,virtual,17.753668,all_to_all
V1,46,1,2.309771,2.575451,43,86,virtual,17.753668,all_to_all
P0,43,0,2.325096,2.761128,,2,pi,17.753668,all_to_all
V0,43,0,2.303851,5.280795,43,89,virtual,17.963428,all_to_all
V1,46,0,2.307515,5.351742,43,86,virtual,17.963428,all_to_all
P0,43,0,2.320202,5.719613,,0,pi,17.963428,all_to_all
V0,44,1,2.302062,2.24746,44,92,virtual,18.196212,all_to_all
V1,48,1,2.305198,2.312519,44,88,virtual,18.196212,all_to_all
P0,44,0,2.316355,2.794178,,2,pi,18.196212,all_to_all
V0,44,0,2.300725,5.059293,44,92,virtual,18.400569,all_to_all
V1,48,0,2.30347,5.119738,44,88,virtual,18.400569,all_to_all
P0,44,0,2.312223,5.59022,,0,pi,18.400569,all_to_all
V0,45,1,2.29852,2.065158,45,94,virtual,18.629775,all_to_all
V1,49,1,2.300841,2.120577,45,90,virtual,18.629775,all_to_all
P0,45,0,2.30917,2.438109,,2,pi,18.629775,all_to_all
V0,45,0,2.293933,4.873317,45,94,virtual,18.830368,all_to_all
V1,49,0,2.295883,4.924482,45,90,virtual,18.830368,all_to_all
P0,45,0,2.305901,5.112798,,0,pi,18.830368,all_to_all
V0,46,1,2.288086,1.855316,46,96,virtual,19.071184,all_to_all
V1,50,1,2.288769,1.895509,46,92,virtual,19.071184,all_to_all
P0,46,0,2.303943,2.17118,,0,pi,19.071184,all_to_all
V0,46,0,2.281369,6.012562,46,96,virtual,19.297345,all_to_all
V1,50,0,2.275917,6.000765,46,92,virtual,19.297345,all_to_all
P0,46,0,2.300904,5.209707,,0,pi,19.297345,all_to_all
V0,47,1,2.277216,2.480064,47,98,virtual,19.566828,all_to_all
V1,51,1,2.267395,2.436162,47,94,virtual,19.566828,all_to_all
P0,47,0,2.300118,2.760667,,1,pi,19.566828,all_to_all
V0,47,0,2.266631,5.643294,47,98,virtual,19.797552,all_to_all
V1,51,0,2.252196,5.574389,47,94,virtual,19.797552,all_to_all
P0,47,0,2.29796,5.924064,,0,pi,19.797552,all_to_all
V0,48,1,2.252624,2.962942,48,100,virtual,20.030441,all_to_all
V1,52,1,2.233638,2.866168,48,96,virtual,20.030441,all_to_all
P0,48,0,2.296218,2.870473,,2,pi,20.030441,all_to_all
V0,48,0,2.244526,5.235046,48,100,virtual,20.231155,all_to_all
V1,52,0,2.223057,5.120512,48,96,virtual,20.231155,all_to_all
P0,48,0,2.292668,5.575118,,0,pi,20.231155,all_to_all
V0,49,1,2.235503,2.135273,49,102,virtual,20.463922,all_to_all
V1,53,1,2.211105,1.993612,49,98,virtual,20.463922,all_to_all
P0,49,0,2.288477,2.428308,,2,pi,20.463922,all_to_all
V0,49,0,2.230998,4.871202,49,102,virtual,20.664504,all_to_all
V1,53,0,2.204682,4.708586,49,98,virtual,20.664504,all_to_all
P0,49,0,2.286038,5.071033,,0,pi,20.664504,all_to_all
V0,50,1,2.227894,0.867598,50,104,virtual,20.867521,all_to_all
V1,54,1,2.200383,0.685715,50,100,virtual,20.867521,all_to_all
P0,50,0,2.285344,1.558749,,0,pi,20.867521,all_to_all
V0,50,0,2.216153,4.488195,50,104,virtual,21.098548,all_to_all
V1,54,0,2.190836,4.286669,50,100,virtual,21.098548,all_to_all
P0,50,0,2.283501,4.604539,,0,pi,21.098548,all_to_all
V0,51,1,2.205994,0.895752,51,106,virtual,21.33381,all_to_all
V1,55,1,2.183424,0.690547,51,102,virtual,21.33381,all_to_all
P0,51,0,2.280404,1.446774,,0,pi,21.33381,all_to_all
V0,51,0,2.193616,4.466206,51,106,virtual,21.565142,all_to_all
V1,55,0,2.174586,4.285138,51,102,virtual,21.565142,all_to_all
P0,51,0,2.27621,4.420948,,0,pi,21.565142,all_to_all
V0,52,1,2.18427,1.289883,52,108,virtual,21.835596,all_to_all
V1,56,1,2.167955,1.135934,52,104,virtual,21.835596,all_to_all
P0,52,0,2.273522,1.748454,,0,pi,21.835596,all_to_all
V0,52,0,2.17517,4.811445,52,108,virtual,22.065363,all_to_all
V1,56,0,2.161493,4.667398,52,104,virtual,22.065363,all_to_all
P0,52,0,2.269383,4.771031,,0,pi,22.065363,all_to_all
V0,53,1,2.169324,1.157567,53,110,virtual,22.299622,all_to_all
V1,57,1,2.15734,1.016727,53,106,virtual,22.299622,all_to_all
P0,53,0,2.266087,1.663216,,0,pi,22.299622,all_to_all
V0,53,0,2.163469,4.227024,53,110,virtual,22.532199,all_to_all
V1,57,0,2.153194,4.09046,53,106,virtual,22.532199,all_to_all
P0,53,0,2.25708,4.710455,,0,pi,22.532199,all_to_all
V0,54,1,2.158485,1.012681,54,112,virtual,22.767376,all_to_all
V1,58,1,2.149675,0.881695,54,108,virtual,22.767376,all_to_all
P0,54,0,2.246262,1.522267,,0,pi,22.767376,all_to_all
V0,54,0,2.154227,4.087431,54,112,virtual,22.999002,all_to_all
V1,58,0,2.146681,3.963159,54,108,virtual,22.999002,all_to_all
P0,54,0,2.239305,4.479595,,0,pi,22.999002,all_to_all
V0,55,1,2.150103,1.316099,55,114,virtual,23.269939,all_to_all
V1,59,1,2.143789,1.203392,55,110,virtual,23.269939,all_to_all
P0,55,0,2.240992,1.794712,,1,pi,23.269939,all_to_all
V0,55,0,2.146611,4.791315,55,114,virtual,23.502743,all_to_all
V1,59,0,2.141348,4.713088,55,110,virtual,23.502743,all_to_all
P0,55,0,2.239557,4.881754,,0,pi,23.502743,all_to_all
V0,56,1,2.144351,1.107347,56,116,virtual,23.734761,all_to_all
V1,60,1,2.139769,1.055813,56,112,virtual,23.734761,all_to_all
P0,56,0,2.235027,1.749536,,0,pi,23.734761,all_to_all
V0,56,0,2.141972,4.149998,56,116,virtual,23.965953,all_to_all
V1,60,0,2.138084,4.109167,56,112,virtual,23.965953,all_to_all
P0,56,0,2.233666,4.777007,,0,pi,23.965953,all_to_all
V0,57,1,2.13988,0.916741,57,118,virtual,24.20611,all_to_all
V1,61,1,2.136589,0.878845,57,114,virtual,24.20611,all_to_all
P0,57,0,2.235898,1.696574,,0,pi,24.20611,all_to_all
V0,57,0,2.138013,3.979123,57,118,virtual,24.433018,all_to_all
V1,61,0,2.135233,3.942781,57,114,virtual,24.433018,all_to_all
P0,57,0,2.239222,4.675111,,0,pi,24.433018,all_to_all
V0,58,1,2.136387,0.763156,58,120,virtual,24.670399,all_to_all
V1,62,1,2.134047,0.728442,58,116,virtual,24.670399,all_to_all
P0,58,0,2.240896,1.627877,,0,pi,24.670399,all_to_all
V0,58,0,2.135041,3.822784,58,120,virtual,24.899951,all_to_all
V1,62,0,2.133136,3.790024,58,116,virtual,24.899951,all_to_all
P0,58,0,2.23482,4.630895,,0,pi,24.899951,all_to_all
V0,59,1,2.133912,0.59739,59,122,virtual,25.139226,all_to_all
V1,63,1,2.132406,0.567021,59,118,virtual,25.139226,all_to_all
P0,59,0,2.221558,1.471697,,0,pi,25.139226,all_to_all
V0,59,0,2.132913,3.66584,59,122,virtual,25.366831,all_to_all
V1,63,0,2.131723,3.637973,59,118,virtual,25.366831,all_to_all
P0,59,0,2.201404,4.299392,,0,pi,25.366831,all_to_all
V0,60,1,2.131776,0.894664,60,124,virtual,25.644215,all_to_all
V1,64,1,2.131019,0.871045,60,120,virtual,25.644215,all_to_all
P0,60,0,2.185349,1.554073,,0,pi,25.644215,all_to_all
V0,60,0,2.127789,3.937095,60,124,virtual,25.866518,all_to_all
V1,64,0,2.13039,3.940092,60,120,virtual,25.866518,all_to_all
P0,60,0,2.164803,4.273624,,0,pi,25.866518,all_to_all
V0,61,1,2.122946,0.676877,61,126,virtual,26.134859,all_to_all
V1,65,1,2.12966,0.722073,61,122,virtual,26.134859,all_to_all
P0,61,0,2.144119,1.353208,,0,pi,26.134859,all_to_all
V0,61,0,2.121529,4.149004,61,126,virtual,26.367043,all_to_all
V1,65,0,2.125464,4.209866,61,122,virtual,26.367043,all_to_all
P0,61,0,2.127427,4.227028,,0,pi,26.367043,all_to_all
V0,62,1,2.121899,0.917367,62,128,virtual,26.634462,all_to_all
V1,66,1,2.121344,0.967371,62,124,virtual,26.634462,all_to_all
P0,62,0,2.118063,1.348499,,0,pi,26.634462,all_to_all
V0,62,0,2.122539,3.966961,62,128,virtual,26.867041,all_to_all
V1,66,0,2.120629,4.005517,62,124,virtual,26.867041,all_to_all
P0,62,0,2.099534,4.215273,,0,pi,26.867041,all_to_all
V0,63,1,2.122437,1.60212,63,130,virtual,27.175049,all_to_all
V1,67,1,2.120499,1.629471,63,126,virtual,27.175049,all_to_all
P0,63,0,2.073842,1.70673,,2,pi,27.175049,all_to_all
V0,63,0,2.116024,4.597038,63,130,virtual,27.400816,all_to_all
V1,67,0,2.114321,4.617673,63,126,virtual,27.400816,all_to_all
P0,63,0,2.058139,4.508004,,0,pi,27.400816,all_to_all
V0,64,1,2.107867,1.705084,64,132,virtual,27.670193,all_to_all
V1,68,1,2.10644,1.719737,64,128,virtual,27.670193,all_to_all
P0,64,0,2.04956,1.645196,,2,pi,27.670193,all_to_all
V0,64,0,2.101457,4.6712,64,132,virtual,27.901006,all_to_all
V1,68,0,2.100237,4.681776,64,128,virtual,27.901006,all_to_all
P0,64,0,2.038656,4.553765,,0,pi,27.901006,all_to_all
V0,65,1,2.093266,1.765198,65,134,virtual,28.169768,all_to_all
V1,69,1,2.092245,1.772168,65,130,virtual,28.169768,all_to_all
P0,65,0,2.029427,1.651945,,0,pi,28.169768,all_to_all
V0,65,0,2.083983,4.69824,65,134,virtual,28.401255,all_to_all
V1,69,0,2.083111,4.702799,65,130,virtual,28.401255,all_to_all
P0,65,0,2.019445,4.434636,,0,pi,28.401255,all_to_all
V0,66,1,2.074004,1.748413,66,136,virtual,28.671261,all_to_all
V1,70,1,2.072187,1.750164,66,132,virtual,28.671261,all_to_all
P0,66,0,2.012098,1.374674,,2,pi,28.671261,all_to_all
V0,66,0,2.066515,4.654494,66,136,virtual,28.901519,all_to_all
V1,70,0,2.061171,4.6468,66,132,virtual,28.901519,all_to_all
P0,66,0,2.013264,4.197503,,0,pi,28.901519,all_to_all
V0,67,1,2.05692,2.095682,67,138,virtual,29.198987,all_to_all
V1,71,1,2.048285,2.066881,67,134,virtual,29.198987,all_to_all
P0,67,0,2.017409,1.673056,,2,pi,29.198987,all_to_all
V0,67,0,2.049106,4.55426,67,138,virtual,29.401437,all_to_all
V1,71,0,2.040797,4.516519,67,134,virtual,29.401437,all_to_all
P0,67,0,2.014885,4.232565,,0,pi,29.401437,all_to_all
V0,68,1,2.039349,1.526239,68,140,virtual,29.671811,all_to_all
V1,72,1,2.032143,1.48108,68,136,virtual,29.671811,all_to_all
P0,68,0,2.01012,1.356845,,0,pi,29.671811,all_to_all
V0,68,0,2.031996,4.37351,68,140,virtual,29.902006,all_to_all
V1,72,0,2.025781,4.324775,68,136,virtual,29.902006,all_to_all
