common_frequency_hz,f_lock_hz,frequency_disagreement_hz,lock_acquired,lock_hold_enabled,lock_hold_state,lock_time_s,mean_pairwise_phase_error_cycles,order_parameter_R,relock_count,t_s,unlock_count
2.380725,,0.04913,0,1,acquisition,,0.333333,0.050724,0,21.203266,0
2.379025,,0.049222,0,1,acquisition,,0.273398,0.478239,0,21.403492,0
2.374245,,0.050935,0,1,acquisition,,0.27004,0.489812,0,21.706133,0
2.375164,,0.055221,0,1,acquisition,,0.276042,0.477411,0,21.938193,0
2.3759,,0.055919,0,1,acquisition,,0.27616,0.476626,0,22.141633,0
2.371457,,0.054849,0,1,acquisition,,0.333333,0.31839,0,22.37069,0
2.368743,,0.055128,0,1,acquisition,,0.283495,0.461345,0,22.572072,0
2.36466,,0.056775,0,1,acquisition,,0.275389,0.48311,0,22.804752,0
2.361642,,0.054103,0,1,acquisition,,0.273156,0.489534,0,23.004838,0
2.359179,,0.051574,0,1,acquisition,,0.277571,0.478347,0,23.20501,0
2.356904,,0.048314,0,1,acquisition,,0.282148,0.465976,0,23.406587,0
2.353229,,0.046792,0,1,acquisition,,0.289533,0.446849,0,23.638368,0
2.350249,,0.04417,0,1,acquisition,,0.290353,0.443889,0,23.839691,0
2.344315,,0.038408,0,1,acquisition,,0.293466,0.435734,0,24.071633,0
2.337362,,0.029549,0,1,acquisition,,0.299022,0.423061,0,24.332136,0
2.331687,,0.022867,0,1,acquisition,,0.329675,0.343454,0,24.53894,0
2.328192,,0.018287,0,1,acquisition,,0.267906,0.497814,0,24.74138,0
2.323551,,0.01365,0,1,acquisition,,0.258539,0.519457,0,24.972516,0
2.320332,,0.009437,0,1,acquisition,,0.244745,0.548879,0,25.177102,0
2.316733,,0.006154,0,1,acquisition,,0.240179,0.558453,0,25.406084,0
2.314161,,0.003395,0,1,acquisition,,0.225763,0.59765,0,25.606637,0
2.311425,,0.001014,0,1,acquisition,,0.200417,0.685914,0,25.840207,0
2.309193,,0.001495,0,1,acquisition,,0.173151,0.771824,0,26.073258,0
2.307511,,0.003156,0,1,acquisition,,0.153255,0.826711,0,26.273574,0
2.306937,,0.003563,0,1,acquisition,,0.085749,0.928776,0,26.47374,0
2.308561,,0.000401,0,1,acquisition,,0.070237,0.955118,0,26.70722,0
2.309905,,0.004052,0,1,acquisition,,0.054586,0.973056,0,26.940791,0
2.309904,,0.009478,0,1,acquisition,,0.040083,0.984524,0,27.174199,0
2.309756,,0.013556,0,1,acquisition,,0.034734,0.990233,0,27.374416,0
2.308948,,0.019418,0,1,acquisition,,0.031977,0.992441,0,27.60786,0
2.308265,,0.022463,0,1,acquisition,,0.029271,0.993233,0,27.840972,0
2.306133,,0.022655,0,1,acquisition,,0.025385,0.994823,0,28.042554,0
2.302721,,0.019408,0,1,acquisition,,0.02194,0.995914,0,28.274534,0
2.296708,,0.017967,0,1,acquisition,,0.021442,0.996562,0,28.475013,0
2.289253,,0.018858,0,1,acquisition,,0.103771,0.912465,0,28.70917,0
2.285999,,0.017428,0,1,acquisition,,0.018127,0.997562,0,28.942,0
2.282957,,0.018448,0,1,acquisition,,0.016222,0.997467,0,29.175431,0
2.282772,,0.017351,0,1,acquisition,,0.022407,0.996128,0,29.375492,0
2.283567,,0.015167,0,1,acquisition,,0.022741,0.996062,0,29.609112,0
2.284802,,0.014121,0,1,acquisition,,0.028512,0.993991,0,29.809203,0
2.285257,,0.014139,0,1,acquisition,,0.020212,0.996851,0,30.013824,0
2.281249,,0.021913,0,1,acquisition,,0.017318,0.997603,0,30.242786,0
2.27602,,0.03076,0,1,acquisition,,0.019117,0.997265,0,30.480724,0
2.273536,,0.03514,0,1,acquisition,,0.017658,0.997684,0,30.709679,0
2.272518,,0.036726,0,1,acquisition,,0.078278,0.944259,0,30.915626,0
2.271252,,0.038538,0,1,acquisition,,0.042457,0.983845,0,31.143289,0
2.27054,,0.039716,0,1,acquisition,,0.065959,0.959901,0,31.379461,0
2.26771,,0.043763,0,1,acquisition,,0.004627,0.999835,0,31.610334,0
2.265296,,0.046098,0,1,acquisition,,0.056347,0.97163,0,31.846569,0
2.259509,,0.04897,0,1,acquisition,,0.009158,0.999351,0,32.077507,0
2.255491,,0.051776,0,1,acquisition,,0.070108,0.952269,0,32.277825,0
2.248912,,0.058134,0,1,acquisition,,0.083771,0.932757,0,32.510939,0
2.243828,,0.064413,0,1,acquisition,,0.099073,0.906648,0,32.711821,0
2.239926,,0.064399,0,1,acquisition,,0.101025,0.903005,0,32.944612,0
2.237064,,0.061104,0,1,acquisition,,0.09914,0.906446,0,33.180719,0
2.232528,,0.061269,0,1,acquisition,,0.079317,0.939674,0,33.411607,0
2.228368,,0.066048,0,1,acquisition,,0.096868,0.910411,0,33.659228,0
2.222744,,0.075005,0,1,acquisition,,0.068763,0.954427,0,33.878577,0
2.216914,,0.084893,0,1,acquisition,,0.081126,0.936663,0,34.116419,0
2.211627,,0.093755,0,1,acquisition,,0.072529,0.949189,0,34.345641,0
2.206734,,0.100597,0,1,acquisition,,0.10181,0.900841,0,34.595768,0
2.20197,,0.107519,0,1,acquisition,,0.01864,0.996649,0,34.812533,0
2.197309,,0.115455,0,1,acquisition,,0.087316,0.926432,0,35.182271,0
2.193972,,0.121811,0,1,acquisition,,0.001772,0.999972,0,35.412892,0
2.191451,,0.12515,0,1,acquisition,,0.013709,0.998298,0,35.646213,0
2.186808,,0.116791,0,1,acquisition,,0.111104,0.884701,0,35.846563,0
2.178682,,0.101087,0,1,acquisition,,0.104552,0.899744,0,36.079605,0
2.174085,,0.097707,0,1,acquisition,,0.103693,0.901279,0,36.280139,0
2.171916,,0.101004,0,1,acquisition,,0.3234,0.337361,0,36.50018,0
2.171476,,0.101934,0,1,acquisition,,0.008502,0.99946,0,36.867563,0
2.171357,,0.100087,0,1,acquisition,,0.167851,0.746573,0,37.080799,0
2.166967,,0.073005,0,1,acquisition,,0.008236,0.999475,0,37.314099,0
2.167716,,0.054064,0,1,acquisition,,0.045603,0.980518,0,37.514267,0
2.169477,,0.045586,0,1,acquisition,,0.107418,0.891377,0,37.749955,0
2.168867,,0.023972,0,1,acquisition,,0.139458,0.819627,0,37.980954,0
2.166476,,0.001146,0,1,acquisition,,0.112524,0.880554,0,38.181357,0
2.166282,,0.017016,0,1,acquisition,,0.103474,0.89841,0,38.389148,0
2.161928,,0.034974,0,1,acquisition,,0.058471,0.967164,0,38.6149,0
2.1574,,0.046158,0,1,acquisition,,0.037353,0.986606,0,38.8854,0
2.148477,,0.050873,0,1,acquisition,,0.006031,0.999681,0,39.115489,0
2.136884,,0.048959,0,1,acquisition,,0.01069,0.998935,0,39.419802,0
2.128149,,0.049098,0,1,acquisition,,0.029935,0.991329,0,39.648908,0
2.120032,,0.047348,0,1,acquisition,,0.025329,0.993786,0,39.922582,0
2.108662,,0.053444,0,1,acquisition,,0.036085,0.987321,0,40.149302,0
2.098177,,0.056586,0,1,acquisition,,0.031204,0.990509,0,40.384922,0
2.089223,,0.058139,0,1,acquisition,,0.04199,0.982783,0,40.616401,0
2.081558,,0.053442,0,1,acquisition,,0.049905,0.975676,0,40.917545,0
2.075756,,0.052563,0,1,acquisition,,0.053749,0.971785,0,41.150086,0
2.070258,,0.051258,0,1,acquisition,,0.052402,0.973159,0,41.415908,0
2.066431,,0.051153,0,1,acquisition,,0.04959,0.97594,0,41.616887,0
2.061933,,0.049795,0,1,acquisition,,0.043593,0.981377,0,41.91872,0
2.05871,,0.050962,0,1,acquisition,,0.000154,1.0,0,42.150675,0
2.055414,,0.051081,0,1,acquisition,,0.008653,0.999267,0,42.422035,0
2.052642,,0.052223,0,1,acquisition,,0.007518,0.999447,0,42.650848,0
2.049722,,0.051794,0,1,acquisition,,0.006288,0.999613,0,42.927365,0
2.045293,,0.048604,0,1,acquisition,,0.021755,0.995344,0,43.151348,0
2.039971,,0.04286,0,1,acquisition,,0.012978,0.998343,0,43.420978,0
2.034163,,0.034471,0,1,acquisition,,0.010315,0.998953,0,43.65181,0
2.027923,,0.024649,0,1,acquisition,,0.000977,0.999991,0,43.92023,0
2.022876,,0.017894,0,1,acquisition,,0.004859,0.999768,0,44.152066,0
2.017143,,0.011282,0,1,acquisition,,0.146803,0.798943,0,44.352109,0
2.015101,,0.010421,0,1,acquisition,,0.017841,0.996864,0,44.552459,0
2.009125,,0.013688,0,1,acquisition,,0.031599,0.990174,0,44.785567,0
2.004927,,0.015399,0,1,acquisition,,0.033043,0.989257,0,44.987566,0
1.999977,,0.019276,0,1,acquisition,,0.034848,0.988054,0,45.219528,0
1.995968,,0.020698,0,1,acquisition,,0.020799,0.995737,0,45.491055,0
1.994236,,0.018041,0,1,acquisition,,0.020057,0.996035,0,45.719746,0
1.993216,,0.013098,0,1,acquisition,,0.037733,0.985999,0,46.023533,0
1.988349,,0.011416,0,1,acquisition,,0.00525,0.999728,0,46.25343,0
1.982118,,0.010072,0,1,acquisition,,0.001739,0.99997,0,46.521748,0
1.973657,,0.011577,0,1,acquisition,,0.008216,0.999334,0,46.753671,0
1.965109,,0.013955,0,1,acquisition,,0.066374,0.956995,0,46.953703,0
1.95959,,0.015479,0,1,acquisition,,0.009502,0.999109,0,47.154236,0
1.949744,,0.016334,0,1,acquisition,,0.008808,0.999235,0,47.38783,0
1.941611,,0.014014,0,1,acquisition,,0.015213,0.997717,0,47.623352,0
1.933671,,0.014259,0,1,acquisition,,0.030646,0.990753,0,47.854517,0
1.925326,,0.010771,0,1,acquisition,,0.032453,0.989633,0,48.155957,0
1.917471,,0.008112,0,1,acquisition,,0.030901,0.990598,0,48.388247,0
1.90981,,0.003387,0,1,acquisition,,0.099089,0.905468,0,48.592732,0
1.904504,,0.000996,0,1,acquisition,,0.056553,0.968685,0,48.821714,0
1.899295,,0.00041,0,1,acquisition,,0.018858,0.996493,0,49.054926,0
1.895101,,0.001266,0,1,acquisition,,0.013934,0.998085,0,49.259629,0
1.889483,,0.001122,0,1,acquisition,,0.028122,0.99221,0,49.488675,0
1.884852,,0.00427,0,1,acquisition,,0.035541,0.987572,0,49.688867,0
1.881166,,0.00412,0,1,acquisition,,0.033778,0.988771,0,49.889158,0
1.875353,,0.000639,0,1,acquisition,,0.068346,0.954431,0,50.122367,0
1.871701,,0.003788,0,1,acquisition,,0.013766,0.99813,0,50.357629,0
1.867433,,0.007119,0,1,acquisition,,0.007807,0.999399,0,50.589587,0
1.863165,,0.011059,0,1,acquisition,,0.051157,0.974338,0,50.89564,0
1.857718,,0.017457,0,1,acquisition,,0.009664,0.999079,0,51.123195,0
1.851706,,0.025114,0,1,acquisition,,0.06458,0.959263,0,51.356802,0
1.84772,,0.029303,0,1,acquisition,,0.023958,0.994343,0,51.556885,0
1.84011,,0.03447,0,1,acquisition,,0.033079,0.98923,0,51.757113,0
1.832776,,0.039633,0,1,acquisition,,0.105121,0.893948,0,52.006075,0
1.824645,,0.043626,0,1,acquisition,,0.088628,0.92399,0,52.2241,0
1.815997,,0.048618,0,1,acquisition,,0.000482,0.999998,0,52.457233,0
1.813129,,0.049405,0,1,acquisition,,0.075945,0.94389,0,52.657471,0
1.810934,,0.051707,0,1,acquisition,,0.067133,0.956016,0,52.857677,0
1.808949,,0.055357,0,1,acquisition,,0.004247,0.999822,0,53.129907,0
1.807252,,0.053947,0,1,acquisition,,0.070055,0.952153,0,53.358116,0
1.803886,,0.048254,0,1,acquisition,,0.071424,0.950289,0,53.591173,0
1.8021,,0.04444,0,1,acquisition,,0.077871,0.941052,0,53.791472,0
1.799758,,0.032265,0,1,acquisition,,0.030773,0.990675,0,53.991672,0
1.798177,,0.018939,0,1,acquisition,,0.097922,0.907626,0,54.191848,0
1.797448,,0.01405,0,1,acquisition,,0.061361,0.963185,0,54.425418,0
1.795018,,0.00178,0,1,acquisition,,0.061851,0.962602,0,54.625653,0
1.79416,,0.006227,0,1,acquisition,,0.072106,0.949348,0,54.861812,0
1.794202,,0.018241,0,1,acquisition,,0.060015,0.964769,0,55.092384,0
1.795847,,0.027471,0,1,acquisition,,0.002549,0.999936,0,55.292492,0
1.79953,,0.034904,0,1,acquisition,,0.048515,0.976905,0,55.654269,0
1.798901,,0.034867,0,1,acquisition,,0.232661,0.544611,0,55.934193,0
1.797172,,0.033154,0,1,acquisition,,0.166099,0.746949,0,56.40664,0
1.796669,,0.033836,0,1,acquisition,,0.037456,0.986202,0,57.557147,0
1.792962,,0.030147,0,1,acquisition,,0.06906,0.953485,0,57.813178,0
1.785154,,0.028652,0,1,acquisition,,0.125645,0.850375,0,58.0277,0
1.773837,,0.026913,0,1,acquisition,,0.172653,0.72835,0,58.296165,0
1.767144,,0.040311,0,1,acquisition,,0.159606,0.764924,0,58.527995,0
1.76055,,0.06951,0,1,acquisition,,0.086827,0.926989,0,58.763246,0
1.755039,,0.084979,0,1,acquisition,,0.169822,0.736437,0,58.9947,0
1.746708,,0.101627,0,1,acquisition,,0.152439,0.784201,0,59.195151,0
1.738364,,0.112001,0,1,acquisition,,0.067055,0.956117,0,59.463301,0
1.732602,,0.118952,0,1,acquisition,,0.02991,0.99119,0,59.695563,0
1.727933,,0.125176,0,1,acquisition,,0.037522,0.986153,0,59.92823,0
