t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
10.104459,leader_flash,camera,10.104459,,,
10.545292,follower_flash,follower_oscillator,10.104459,10.545292,-0.440833,
10.605454,leader_flash,camera,10.605454,,,
11.04517,follower_flash,follower_oscillator,10.605454,11.04517,-0.439716,
11.105898,leader_flash,camera,11.105898,,,
11.545685,follower_flash,follower_oscillator,11.105898,11.545685,-0.439787,
11.605734,leader_flash,camera,11.605734,,,
12.046287,follower_flash,follower_oscillator,11.605734,12.046287,-0.440554,
12.10583,leader_flash,camera,12.10583,,,
12.545368,follower_flash,follower_oscillator,12.10583,12.545368,-0.439538,
12.606295,leader_flash,camera,12.606295,,,
13.048209,follower_flash,follower_oscillator,12.606295,13.048209,-0.441915,
13.106877,leader_flash,camera,13.106877,,,
13.547391,follower_flash,follower_oscillator,13.106877,13.547391,-0.440514,
13.607351,leader_flash,camera,13.607351,,,
14.047653,follower_flash,follower_oscillator,13.607351,14.047653,-0.440302,
14.107959,leader_flash,camera,14.107959,,,
14.54747,follower_flash,follower_oscillator,14.107959,14.54747,-0.439511,
14.607957,leader_flash,camera,14.607957,,,
15.048076,follower_flash,follower_oscillator,14.607957,15.048076,-0.440119,
15.108184,leader_flash,camera,15.108184,,,
15.548841,follower_flash,follower_oscillator,15.108184,15.548841,-0.440657,
15.609105,leader_flash,camera,15.609105,,,
16.049786,follower_flash,follower_oscillator,15.609105,16.049786,-0.440681,
16.109802,leader_flash,camera,16.109802,,,
16.549542,follower_flash,follower_oscillator,16.109802,16.549542,-0.43974,
16.609859,leader_flash,camera,16.609859,,,
17.050115,follower_flash,follower_oscillator,16.609859,17.050115,-0.440257,
17.110784,leader_flash,camera,17.110784,,,
17.550424,follower_flash,follower_oscillator,17.110784,17.550424,-0.43964,
17.61055,leader_flash,camera,17.61055,,,
18.051846,follower_flash,follower_oscillator,17.61055,18.051846,-0.441296,
18.112381,leader_flash,camera,18.112381,,,
18.552922,follower_flash,follower_oscillator,18.112381,18.552922,-0.440542,
18.61439,leader_flash,camera,18.61439,,,
19.05267,follower_flash,follower_oscillator,18.61439,19.05267,-0.438281,
19.113125,leader_flash,camera,19.113125,,,
19.553685,follower_flash,follower_oscillator,19.113125,19.553685,-0.440561,
19.614491,leader_flash,camera,19.614491,,,
20.053871,follower_flash,follower_oscillator,19.614491,20.053871,-0.43938,
20.114567,leader_flash,camera,20.114567,,,
20.554508,follower_flash,follower_oscillator,20.114567,20.554508,-0.439941,
20.615234,leader_flash,camera,20.615234,,,
21.055256,follower_flash,follower_oscillator,20.615234,21.055256,-0.440022,
21.115493,leader_flash,camera,21.115493,,,
21.555546,follower_flash,follower_oscillator,21.115493,21.555546,-0.440053,
21.615798,leader_flash,camera,21.615798,,,
22.054908,follower_flash,follower_oscillator,21.615798,22.054908,-0.43911,
22.115573,leader_flash,camera,22.115573,,,
22.555567,follower_flash,follower_oscillator,22.115573,22.555567,-0.439994,
22.616486,leader_flash,camera,22.616486,,,
23.057038,follower_flash,follower_oscillator,22.616486,23.057038,-0.440552,
23.117318,leader_flash,camera,23.117318,,,
23.557444,follower_flash,follower_oscillator,23.117318,23.557444,-0.440126,
23.61754,leader_flash,camera,23.61754,,,
24.057644,follower_flash,follower_oscillator,23.61754,24.057644,-0.440104,
24.118168,leader_flash,camera,24.118168,,,
24.558149,follower_flash,follower_oscillator,24.118168,24.558149,-0.439982,
24.618028,leader_flash,camera,24.618028,,,
25.060014,follower_flash,follower_oscillator,24.618028,25.060014,-0.441986,
25.121205,leader_flash,camera,25.121205,,,
25.562543,follower_flash,follower_oscillator,25.121205,25.562543,-0.441338,
25.623503,leader_flash,camera,25.623503,,,
26.063776,follower_flash,follower_oscillator,25.623503,26.063776,-0.440273,
26.124461,leader_flash,camera,26.124461,,,
26.565335,follower_flash,follower_oscillator,26.124461,26.565335,-0.440874,
26.625413,leader_flash,camera,26.625413,,,
27.065346,follower_flash,follower_oscillator,26.625413,27.065346,-0.439934,
27.126581,leader_flash,camera,27.126581,,,
27.566381,follower_flash,follower_oscillator,27.126581,27.566381,-0.4398,
27.626296,leader_flash,camera,27.626296,,,
28.069557,follower_flash,follower_oscillator,27.626296,28.069557,-0.443261,
28.129934,leader_flash,camera,28.129934,,,
28.573111,follower_flash,follower_oscillator,28.129934,28.573111,-0.443177,
28.634021,leader_flash,camera,28.634021,,,
29.075533,follower_flash,follower_oscillator,28.634021,29.075533,-0.441511,
29.136564,leader_flash,camera,29.136564,,,
29.578075,leader_flash,camera,29.578075,,,
29.578075,follower_flash,follower_oscillator,29.578075,29.578075,0.0,
