agent_id,f_lock_hz,fire_count,flash_on,frequency_hz,lock_hold_state,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
V1,,4,0,2.1571,acquisition,5.983099,4,8,virtual,2.090531,all_to_all
P0,,4,0,1.961973,acquisition,4.343095,,0,pi,2.090531,all_to_all
V0,,5,1,2.128904,acquisition,2.233016,5,10,virtual,2.361663,all_to_all
V1,,5,1,2.123511,acquisition,2.569688,5,10,virtual,2.361663,all_to_all
P0,,5,0,1.967306,acquisition,1.391737,,1,pi,2.361663,all_to_all
V0,,5,0,2.109205,acquisition,5.197531,5,10,virtual,2.590393,all_to_all
V1,,5,0,2.097841,acquisition,5.427645,5,10,virtual,2.590393,all_to_all
P0,,5,0,1.97757,acquisition,4.264253,,0,pi,2.590393,all_to_all
V0,,6,1,2.089229,acquisition,2.249185,6,12,virtual,2.859231,all_to_all
V1,,6,1,2.075512,acquisition,2.385828,6,12,virtual,2.859231,all_to_all
P0,,6,0,1.986368,acquisition,1.381082,,2,pi,2.859231,all_to_all
V0,,6,0,2.074231,acquisition,5.128714,6,12,virtual,3.091089,all_to_all
V1,,6,0,2.061814,acquisition,5.219149,6,12,virtual,3.091089,all_to_all
P0,,6,0,1.990873,acquisition,4.293221,,0,pi,3.091089,all_to_all
V0,,7,1,2.059701,acquisition,2.113855,7,14,virtual,3.36787,all_to_all
V1,,7,1,2.049338,acquisition,2.169045,7,14,virtual,3.36787,all_to_all
P0,,7,0,1.992188,acquisition,1.467329,,2,pi,3.36787,all_to_all
V0,,7,0,2.048961,acquisition,4.967129,7,14,virtual,3.591049,all_to_all
V1,,7,0,2.040216,acquisition,5.000043,7,14,virtual,3.591049,all_to_all
P0,,7,0,1.991441,acquisition,4.248107,,0,pi,3.591049,all_to_all
V0,,8,1,2.038568,acquisition,1.930964,8,16,virtual,3.862521,all_to_all
V1,,8,1,2.031409,acquisition,1.945375,8,16,virtual,3.862521,all_to_all
P0,,8,0,1.990182,acquisition,1.348504,,2,pi,3.862521,all_to_all
V0,,8,0,2.030872,acquisition,4.757507,8,16,virtual,4.091558,all_to_all
V1,,8,0,2.024891,acquisition,4.760238,8,16,virtual,4.091558,all_to_all
P0,,8,0,1.990205,acquisition,4.204595,,0,pi,4.091558,all_to_all
V0,,9,1,2.02345,acquisition,1.702213,9,18,virtual,4.363268,all_to_all
V1,,9,1,2.018612,acquisition,1.695684,9,18,virtual,4.363268,all_to_all
P0,,9,0,1.990803,acquisition,1.316761,,2,pi,4.363268,all_to_all
V0,,9,0,2.018089,acquisition,4.53502,9,18,virtual,4.59199,all_to_all
V1,,9,0,2.014096,acquisition,4.523043,9,18,virtual,4.59199,all_to_all
P0,,9,0,1.991215,acquisition,4.17712,,0,pi,4.59199,all_to_all
V0,,10,1,2.011353,acquisition,1.892371,10,20,virtual,4.895983,all_to_all
V1,,10,1,2.009281,acquisition,1.876962,10,20,virtual,4.895983,all_to_all
P0,,10,0,1.99141,acquisition,1.695974,,2,pi,4.895983,all_to_all
V0,,10,0,2.004205,acquisition,4.692558,10,20,virtual,5.125689,all_to_all
V1,,10,0,2.006099,acquisition,4.683015,10,20,virtual,5.125689,all_to_all
P0,,10,0,1.99115,acquisition,4.535177,,0,pi,5.125689,all_to_all
V0,,11,1,1.996441,acquisition,1.597964,11,22,virtual,5.398774,all_to_all
V1,,11,1,2.003006,acquisition,1.605346,11,22,virtual,5.398774,all_to_all
P0,,11,0,1.990772,acquisition,1.62774,,2,pi,5.398774,all_to_all
V0,,11,0,1.990573,acquisition,4.400255,11,22,virtual,5.626301,all_to_all
V1,,11,0,2.000762,acquisition,4.424803,11,22,virtual,5.626301,all_to_all
P0,,11,0,1.990127,acquisition,4.430174,,0,pi,5.626301,all_to_all
V0,,12,1,1.984246,acquisition,1.721854,12,24,virtual,5.912421,all_to_all
V1,,12,1,1.997339,acquisition,1.774507,12,24,virtual,5.912421,all_to_all
P0,,12,0,1.989515,acquisition,1.691582,,2,pi,5.912421,all_to_all
V0,,12,0,1.980688,acquisition,4.124534,12,24,virtual,6.126202,all_to_all
V1,,12,0,1.993072,acquisition,4.189198,12,24,virtual,6.126202,all_to_all
P0,,12,0,1.988629,acquisition,4.340394,,0,pi,6.126202,all_to_all
V0,,13,1,1.976296,acquisition,1.047428,13,26,virtual,6.395625,all_to_all
V1,,13,1,1.98697,acquisition,1.121644,13,26,virtual,6.395625,all_to_all
P0,,13,0,1.987382,acquisition,1.397538,,0,pi,6.395625,all_to_all
V0,,13,0,1.970415,acquisition,3.866533,13,26,virtual,6.627033,all_to_all
V1,,13,0,1.97961,acquisition,3.944971,13,26,virtual,6.627033,all_to_all
P0,,13,0,1.985407,acquisition,4.153542,,0,pi,6.627033,all_to_all
V0,,15,1,1.963351,acquisition,1.204652,14,28,virtual,6.929131,all_to_all
V1,,14,1,1.970895,acquisition,1.282315,14,29,virtual,6.929131,all_to_all
P0,,14,0,1.983062,acquisition,1.409194,,0,pi,6.929131,all_to_all
V0,,15,0,1.961233,acquisition,4.023842,14,28,virtual,7.160437,all_to_all
V1,,14,0,1.967693,acquisition,4.081171,14,29,virtual,7.160437,all_to_all
P0,,14,0,1.977509,acquisition,4.038902,,0,pi,7.160437,all_to_all
V0,,16,1,1.956854,acquisition,2.559781,15,30,virtual,7.48087,all_to_all
V1,,15,1,1.965484,acquisition,2.58883,15,31,virtual,7.48087,all_to_all
P0,,15,0,1.971568,acquisition,1.547327,,0,pi,7.48087,all_to_all
V0,,16,0,1.951562,acquisition,4.53434,15,30,virtual,7.694155,all_to_all
V1,,15,0,1.96463,acquisition,4.574922,15,31,virtual,7.694155,all_to_all
P0,,15,0,1.967212,acquisition,4.082844,,0,pi,7.694155,all_to_all
V0,,17,1,1.941031,acquisition,2.56802,16,32,virtual,7.995143,all_to_all
V1,,16,1,1.962108,acquisition,2.658253,16,33,virtual,7.995143,all_to_all
P0,,16,0,1.957267,acquisition,1.312783,,0,pi,7.995143,all_to_all
V0,,17,0,1.939519,acquisition,3.749012,16,32,virtual,8.227941,all_to_all
V1,,16,0,1.96151,acquisition,3.850873,16,33,virtual,8.227941,all_to_all
P0,,16,0,1.952984,acquisition,4.083474,,0,pi,8.227941,all_to_all
V0,,18,1,1.935213,acquisition,2.194195,17,34,virtual,8.642804,all_to_all
V1,,17,1,1.959287,acquisition,2.340557,17,35,virtual,8.642804,all_to_all
P0,,17,0,1.945576,acquisition,2.692875,,2,pi,8.642804,all_to_all
V0,,18,0,1.930427,acquisition,4.904326,17,34,virtual,8.861422,all_to_all
V1,,17,0,1.955298,acquisition,5.071931,17,35,virtual,8.861422,all_to_all
P0,,17,0,1.939966,acquisition,5.285891,,0,pi,8.861422,all_to_all
V0,,19,1,1.925951,acquisition,0.929685,18,36,virtual,9.067832,all_to_all
V1,,18,1,1.951399,acquisition,1.116111,18,37,virtual,9.067832,all_to_all
P0,,18,0,1.937227,acquisition,1.499329,,0,pi,9.067832,all_to_all
V0,,19,0,1.921114,acquisition,3.652531,18,36,virtual,9.295116,all_to_all
V1,,18,0,1.947161,acquisition,3.85578,18,37,virtual,9.295116,all_to_all
P0,,18,0,1.932499,acquisition,4.144979,,0,pi,9.295116,all_to_all
V0,,20,1,1.913471,acquisition,2.44796,19,38,virtual,9.733668,all_to_all
V1,,19,1,1.938653,acquisition,2.679531,19,39,virtual,9.733668,all_to_all
P0,,19,0,1.927625,acquisition,2.927295,,2,pi,9.733668,all_to_all
V0,,20,0,1.9051,acquisition,5.105512,19,38,virtual,9.961677,all_to_all
V1,,19,0,1.927295,acquisition,5.340451,19,39,virtual,9.961677,all_to_all
P0,,19,0,1.923828,acquisition,5.58994,,0,pi,9.961677,all_to_all
V0,,21,1,1.897091,acquisition,1.073912,20,40,virtual,10.162178,all_to_all
V1,,20,1,1.916684,acquisition,1.30417,20,41,virtual,10.162178,all_to_all
P0,,20,0,1.921731,acquisition,1.706331,,0,pi,10.162178,all_to_all
V0,,21,0,1.891476,acquisition,3.381863,20,40,virtual,10.362573,all_to_all
V1,,20,0,1.908676,acquisition,3.591082,20,41,virtual,10.362573,all_to_all
P0,,20,0,1.92018,acquisition,4.068324,,0,pi,10.362573,all_to_all
V0,,22,1,1.885531,acquisition,0.591541,21,43,virtual,10.663816,all_to_all
V1,,22,1,1.899629,acquisition,0.760231,21,43,virtual,10.663816,all_to_all
P0,,21,0,1.919564,acquisition,1.274572,,1,pi,10.663816,all_to_all
V0,,22,0,1.884535,acquisition,3.30351,21,43,virtual,10.896385,all_to_all
V1,,22,0,1.89659,acquisition,3.456382,21,43,virtual,10.896385,all_to_all
P0,,21,0,1.919383,acquisition,3.919342,,0,pi,10.896385,all_to_all
V0,,23,1,1.885148,acquisition,0.508888,22,45,virtual,11.129462,all_to_all
V1,,23,1,1.894991,acquisition,0.651584,22,45,virtual,11.129462,all_to_all
P0,,22,1,1.919331,acquisition,0.295141,,0,pi,11.129462,all_to_all
V0,,23,1,1.884361,acquisition,2.061144,22,45,virtual,11.329611,all_to_all
V1,,23,1,1.893338,acquisition,2.199639,22,45,virtual,11.329611,all_to_all
P0,,22,0,1.919249,acquisition,2.624574,,2,pi,11.329611,all_to_all
V0,,23,0,1.882194,acquisition,4.387799,22,45,virtual,11.529971,all_to_all
V1,,23,0,1.889992,acquisition,4.519589,22,45,virtual,11.529971,all_to_all
P0,,22,0,1.918271,acquisition,4.872902,,0,pi,11.529971,all_to_all
V0,,24,1,1.879828,acquisition,0.42807,23,47,virtual,11.764076,all_to_all
V1,,24,1,1.886588,acquisition,0.552627,23,47,virtual,11.764076,all_to_all
P0,,23,0,1.916867,acquisition,1.216478,,0,pi,11.764076,all_to_all
V0,,24,0,1.876932,acquisition,3.531009,23,47,virtual,11.996942,all_to_all
V1,,24,0,1.882503,acquisition,3.645517,23,47,virtual,11.996942,all_to_all
P0,,23,0,1.914101,acquisition,3.750964,,0,pi,11.996942,all_to_all
V0,,25,1,1.874181,acquisition,0.73681,23,48,virtual,12.230111,all_to_all
V1,,25,1,1.878636,acquisition,0.83857,23,48,virtual,12.230111,all_to_all
P0,,24,1,1.910955,acquisition,0.054181,,0,pi,12.230111,all_to_all
V0,,25,1,1.873124,acquisition,2.27701,24,49,virtual,12.430402,all_to_all
V1,,25,1,1.877112,acquisition,2.365198,24,49,virtual,12.430402,all_to_all
P0,,24,0,1.90927,acquisition,2.356852,,1,pi,12.430402,all_to_all
V0,,25,0,1.871683,acquisition,4.572127,24,49,virtual,12.630743,all_to_all
V1,,25,0,1.875019,acquisition,4.634089,24,49,virtual,12.630743,all_to_all
P0,,24,0,1.905423,acquisition,4.556667,,0,pi,12.630743,all_to_all
V0,,26,1,1.870221,acquisition,0.959176,25,51,virtual,12.908289,all_to_all
V1,,26,1,1.872887,acquisition,0.992032,25,51,virtual,12.908289,all_to_all
P0,,25,0,1.902261,acquisition,1.434592,,0,pi,12.908289,all_to_all
V0,,26,0,1.869038,acquisition,3.622396,25,51,virtual,13.130968,all_to_all
V1,,26,0,1.871162,acquisition,3.645341,25,51,virtual,13.130968,all_to_all
P0,,25,0,1.89824,acquisition,3.867211,,0,pi,13.130968,all_to_all
V0,,27,1,1.868062,acquisition,0.003492,25,51,virtual,13.330974,all_to_all
V1,,27,1,1.869734,acquisition,0.023592,25,51,virtual,13.330974,all_to_all
P0,,25,0,1.895221,acquisition,6.058205,,0,pi,13.330974,all_to_all
V0,,27,1,1.867449,acquisition,1.907311,26,53,virtual,13.531402,all_to_all
V1,,27,1,1.868875,acquisition,1.926397,26,53,virtual,13.531402,all_to_all
P0,,26,0,1.893834,acquisition,2.081791,,0,pi,13.531402,all_to_all
V0,,27,0,1.86674,acquisition,4.174198,26,53,virtual,13.731408,all_to_all
V1,,27,0,1.867942,acquisition,4.192345,26,53,virtual,13.731408,all_to_all
P0,,26,0,1.891227,acquisition,4.374525,,0,pi,13.731408,all_to_all
V0,,28,1,1.865884,acquisition,0.908096,27,55,virtual,13.999527,all_to_all
V1,,28,1,1.866851,acquisition,0.924963,27,55,virtual,13.999527,all_to_all
P0,,27,0,1.888896,acquisition,1.227609,,0,pi,13.999527,all_to_all
V0,,28,0,1.865155,acquisition,3.561796,27,55,virtual,14.231667,all_to_all
V1,,28,0,1.865971,acquisition,3.577521,27,55,virtual,14.231667,all_to_all
P0,,27,0,1.885545,acquisition,3.865949,,0,pi,14.231667,all_to_all
V0,,28,0,1.864584,acquisition,5.845192,27,55,virtual,14.435356,all_to_all
V1,,28,0,1.865295,acquisition,5.859932,27,55,virtual,14.435356,all_to_all
P0,,27,0,1.882489,acquisition,6.148456,,0,pi,14.435356,all_to_all
V0,,29,1,1.861812,acquisition,2.218852,28,57,virtual,14.665485,all_to_all
V1,,29,1,1.862427,acquisition,2.232454,28,57,virtual,14.665485,all_to_all
P0,,28,0,1.880493,acquisition,2.500606,,0,pi,14.665485,all_to_all
V0,,29,0,1.856152,acquisition,4.472781,28,57,virtual,14.865607,all_to_all
V1,,29,0,1.856706,acquisition,4.485457,28,57,virtual,14.865607,all_to_all
P0,,28,0,1.878986,acquisition,4.804238,,0,pi,14.865607,all_to_all
V0,,30,1,1.849212,acquisition,0.806021,29,59,virtual,15.100806,all_to_all
V1,,30,1,1.849707,acquisition,0.817691,29,59,virtual,15.100806,all_to_all
P0,,29,0,1.878051,acquisition,1.261405,,1,pi,15.100806,all_to_all
V0,,30,0,1.842965,acquisition,3.437094,29,59,virtual,15.332717,all_to_all
V1,,30,0,1.84341,acquisition,3.447809,29,59,virtual,15.332717,all_to_all
P0,,29,0,1.876097,acquisition,3.927114,,0,pi,15.332717,all_to_all
V0,,31,1,1.836046,acquisition,0.536469,29,60,virtual,15.566047,all_to_all
V1,,31,1,1.836542,acquisition,0.5461,29,60,virtual,15.566047,all_to_all
P0,,30,1,1.87384,acquisition,0.310545,,0,pi,15.566047,all_to_all
V0,,31,1,1.832327,acquisition,2.03248,30,61,virtual,15.766084,all_to_all
V1,,31,1,1.833889,acquisition,2.042611,30,61,virtual,15.766084,all_to_all
P0,,30,0,1.872874,acquisition,2.624047,,2,pi,15.766084,all_to_all
V0,,31,0,1.826301,acquisition,4.264964,30,61,virtual,15.966254,all_to_all
V1,,31,0,1.830318,acquisition,4.280309,30,61,virtual,15.966254,all_to_all
P0,,30,0,1.870352,acquisition,4.790465,,0,pi,15.966254,all_to_all
V0,,32,1,1.818814,acquisition,0.944319,31,63,virtual,16.234324,all_to_all
V1,,32,1,1.825943,acquisition,0.975022,31,63,virtual,16.234324,all_to_all
P0,,31,0,1.867703,acquisition,1.423761,,0,pi,16.234324,all_to_all
V0,,32,0,1.813124,acquisition,3.54259,31,63,virtual,16.466571,all_to_all
V1,,32,0,1.820388,acquisition,3.582614,31,63,virtual,16.466571,all_to_all
P0,,31,0,1.865584,acquisition,3.887848,,0,pi,16.466571,all_to_all
V0,,33,1,1.806954,acquisition,0.594504,32,65,virtual,16.699628,all_to_all
V1,,33,1,1.813207,acquisition,0.640689,32,65,virtual,16.699628,all_to_all
P0,,32,1,1.864608,acquisition,0.136585,,0,pi,16.699628,all_to_all
V0,,33,1,1.804574,acquisition,2.073563,32,65,virtual,16.900299,all_to_all
V1,,33,1,1.81033,acquisition,2.121189,32,65,virtual,16.900299,all_to_all
P0,,32,0,1.864184,acquisition,2.367062,,0,pi,16.900299,all_to_all
V0,,33,0,1.801369,acquisition,4.288654,32,65,virtual,17.100365,all_to_all
V1,,33,0,1.806426,acquisition,4.33736,32,65,virtual,17.100365,all_to_all
P0,,32,0,1.863839,acquisition,4.547568,,0,pi,17.100365,all_to_all
V0,,34,1,1.797411,acquisition,0.95314,33,67,virtual,17.3701,all_to_all
V1,,34,1,1.801652,acquisition,1.001745,33,67,virtual,17.3701,all_to_all
P0,,33,0,1.863631,acquisition,1.280054,,0,pi,17.3701,all_to_all
V0,,34,0,1.792164,acquisition,3.525219,33,67,virtual,17.600853,all_to_all
V1,,34,0,1.795795,acquisition,3.572685,33,67,virtual,17.600853,all_to_all
P0,,33,0,1.863083,acquisition,3.791033,,0,pi,17.600853,all_to_all
V0,,34,0,1.787507,acquisition,5.721394,33,67,virtual,17.833977,all_to_all
V1,,34,0,1.790685,acquisition,5.767334,33,67,virtual,17.833977,all_to_all
P0,,33,0,1.861703,acquisition,6.240398,,0,pi,17.833977,all_to_all
V0,,35,1,1.783233,acquisition,1.626007,34,69,virtual,18.03407,all_to_all
V1,,35,1,1.786015,acquisition,1.670062,34,69,virtual,18.03407,all_to_all
P0,,34,0,1.860863,acquisition,2.138354,,2,pi,18.03407,all_to_all
V0,,35,0,1.779425,acquisition,3.802252,34,69,virtual,18.234499,all_to_all
V1,,35,0,1.781859,acquisition,3.844176,34,69,virtual,18.234499,all_to_all
P0,,34,0,1.859641,acquisition,4.263699,,0,pi,18.234499,all_to_all
V0,,36,1,1.774549,acquisition,0.773518,35,71,virtual,18.54146,all_to_all
V1,,36,1,1.776542,acquisition,0.811981,35,71,virtual,18.54146,all_to_all
P0,,35,0,1.858354,acquisition,1.343901,,0,pi,18.54146,all_to_all
V0,,36,0,1.770923,acquisition,3.671822,35,71,virtual,18.768016,all_to_all
V1,,36,0,1.772592,acquisition,3.707099,35,71,virtual,18.768016,all_to_all
P0,,35,0,1.858151,acquisition,3.796898,,0,pi,18.768016,all_to_all
V0,,36,0,1.768954,acquisition,5.483602,35,71,virtual,18.968104,all_to_all
V1,,36,0,1.770447,acquisition,5.516891,35,71,virtual,18.968104,all_to_all
P0,,35,0,1.858452,acquisition,6.012849,,0,pi,18.968104,all_to_all
V0,,37,1,1.76686,acquisition,1.369366,36,73,virtual,19.168714,all_to_all
V1,,37,1,1.768166,acquisition,1.400308,36,73,virtual,19.168714,all_to_all
P0,,36,0,1.858601,acquisition,2.02789,,0,pi,19.168714,all_to_all
V0,,37,0,1.764723,acquisition,3.862261,36,73,virtual,19.401745,all_to_all
V1,,37,0,1.765841,acquisition,3.890552,36,73,virtual,19.401745,all_to_all
P0,,36,0,1.859138,acquisition,4.519219,,0,pi,19.401745,all_to_all
V0,,38,1,1.762178,acquisition,1.132848,37,75,virtual,19.673327,all_to_all
V1,,38,1,1.763073,acquisition,1.157567,37,75,virtual,19.673327,all_to_all
P0,,38,1,1.859568,acquisition,1.158643,,0,pi,19.673327,all_to_all
V0,,38,0,1.761108,acquisition,2.915549,38,76,virtual,19.902173,all_to_all
V1,,38,0,1.76191,acquisition,2.938594,38,76,virtual,19.902173,all_to_all
P0,,38,0,1.859195,acquisition,3.668962,,0,pi,19.902173,all_to_all
V0,,38,0,1.759805,acquisition,5.398676,38,76,virtual,20.135288,all_to_all
V1,,38,0,1.760491,acquisition,5.419508,38,76,virtual,20.135288,all_to_all
P0,,38,0,1.857883,acquisition,6.228115,,0,pi,20.135288,all_to_all
V0,,39,1,1.759981,acquisition,1.251206,39,78,virtual,20.335688,all_to_all
V1,,39,1,1.760581,acquisition,1.270269,39,78,virtual,20.335688,all_to_all
P0,,39,0,1.857067,acquisition,2.207352,,0,pi,20.335688,all_to_all
V0,,39,0,1.763874,acquisition,3.417606,39,78,virtual,20.535972,all_to_all
V1,,39,0,1.764399,acquisition,3.435017,39,78,virtual,20.535972,all_to_all
P0,,39,0,1.84974,acquisition,4.34736,,0,pi,20.535972,all_to_all
V0,,40,1,1.770967,acquisition,0.421194,40,80,virtual,20.842463,all_to_all
V1,,40,1,1.771397,acquisition,0.436342,40,80,virtual,20.842463,all_to_all
P0,,40,0,1.833406,acquisition,1.265871,,0,pi,20.842463,all_to_all
V0,,40,0,1.77601,acquisition,2.99171,40,80,virtual,21.069643,all_to_all
V1,,40,0,1.776378,acquisition,3.005271,40,80,virtual,21.069643,all_to_all
P0,,40,0,1.821403,acquisition,3.537201,,0,pi,21.069643,all_to_all
V0,,40,0,1.780405,acquisition,5.573385,40,80,virtual,21.303373,all_to_all
V1,,40,0,1.780721,acquisition,5.585501,40,80,virtual,21.303373,all_to_all
P0,,40,0,1.819047,acquisition,5.941795,,0,pi,21.303373,all_to_all
V0,,41,1,1.78418,acquisition,1.874646,41,82,virtual,21.536796,all_to_all
V1,,41,1,1.78445,acquisition,1.885452,41,82,virtual,21.536796,all_to_all
P0,,41,0,1.818804,acquisition,2.162964,,0,pi,21.536796,all_to_all
V0,,41,0,1.786976,acquisition,4.079121,41,82,virtual,21.736838,all_to_all
V1,,41,0,1.787212,acquisition,4.088905,41,82,virtual,21.736838,all_to_all
P0,,41,0,1.81747,acquisition,4.273726,,0,pi,21.736838,all_to_all
V0,,42,1,1.790527,acquisition,1.10883,42,84,virtual,22.037959,all_to_all
V1,,42,1,1.79072,acquisition,1.117242,42,84,virtual,22.037959,all_to_all
P0,,42,0,1.815502,acquisition,1.252007,,2,pi,22.037959,all_to_all
V0,,42,0,1.792842,acquisition,3.687883,42,84,virtual,22.270415,all_to_all
V1,,42,0,1.793007,acquisition,3.69535,42,84,virtual,22.270415,all_to_all
P0,,42,0,1.813639,acquisition,3.832348,,0,pi,22.270415,all_to_all
V0,,43,1,1.795083,acquisition,0.359404,42,84,virtual,22.503817,all_to_all
V1,,43,1,1.795221,acquisition,0.365911,42,84,virtual,22.503817,all_to_all
P0,,43,1,1.81222,acquisition,0.189037,,0,pi,22.503817,all_to_all
V0,,43,1,1.794268,acquisition,1.830446,43,86,virtual,22.7039,all_to_all
V1,,43,1,1.794395,acquisition,1.836516,43,86,virtual,22.7039,all_to_all
P0,,43,0,1.811368,acquisition,2.446762,,1,pi,22.7039,all_to_all
V0,,43,0,1.790525,acquisition,4.021084,43,86,virtual,22.904183,all_to_all
V1,,43,0,1.790636,acquisition,4.02655,43,86,virtual,22.904183,all_to_all
P0,,43,0,1.810221,acquisition,4.578993,,0,pi,22.904183,all_to_all
V0,,44,1,1.784697,acquisition,0.642922,44,88,virtual,23.177555,all_to_all
V1,,44,1,1.78479,acquisition,0.647669,44,88,virtual,23.177555,all_to_all
P0,,44,0,1.809217,acquisition,1.21303,,0,pi,23.177555,all_to_all
V0,,44,0,1.779994,acquisition,3.184912,44,88,virtual,23.404545,all_to_all
V1,,44,0,1.780073,acquisition,3.189104,44,88,virtual,23.404545,all_to_all
P0,,44,0,1.807421,acquisition,3.572701,,0,pi,23.404545,all_to_all
V0,,44,0,1.77588,acquisition,5.724682,44,88,virtual,23.637951,all_to_all
V1,,44,0,1.775948,acquisition,5.728379,44,88,virtual,23.637951,all_to_all
P0,,44,0,1.805063,acquisition,6.021583,,0,pi,23.637951,all_to_all
V0,,45,1,1.772336,acquisition,1.975335,45,90,virtual,23.871249,all_to_all
V1,,45,1,1.772395,acquisition,1.978594,45,90,virtual,23.871249,all_to_all
P0,,45,0,1.803451,acquisition,2.25152,,2,pi,23.871249,all_to_all
V0,,45,0,1.769699,acquisition,4.139211,45,90,virtual,24.071722,all_to_all
V1,,45,0,1.76975,acquisition,4.142134,45,90,virtual,24.071722,all_to_all
P0,,45,0,1.801695,acquisition,4.328586,,0,pi,24.071722,all_to_all
V0,,46,1,1.766245,acquisition,1.097572,46,92,virtual,24.377843,all_to_all
V1,,46,1,1.766286,acquisition,1.100052,46,92,virtual,24.377843,all_to_all
P0,,46,0,1.799902,acquisition,1.277144,,0,pi,24.377843,all_to_all
V0,,46,0,1.761928,acquisition,3.608894,46,92,virtual,24.608951,all_to_all
V1,,46,0,1.761964,acquisition,3.611074,46,92,virtual,24.608951,all_to_all
P0,,46,0,1.799872,acquisition,3.696623,,0,pi,24.608951,all_to_all
V0,,46,0,1.7572,acquisition,6.109897,46,92,virtual,24.838429,all_to_all
V1,,46,0,1.75723,acquisition,6.111812,46,92,virtual,24.838429,all_to_all
P0,,46,0,1.800882,acquisition,6.135757,,0,pi,24.838429,all_to_all
V0,,47,1,1.753471,acquisition,1.958533,47,94,virtual,25.039056,all_to_all
V1,,47,1,1.753498,acquisition,1.960247,47,94,virtual,25.039056,all_to_all
P0,,47,0,1.801207,acquisition,2.056003,,0,pi,25.039056,all_to_all
V0,,47,0,1.749627,acquisition,4.431124,47,94,virtual,25.272489,all_to_all
V1,,47,0,1.74965,acquisition,4.432627,47,94,virtual,25.272489,all_to_all
P0,,47,0,1.800686,acquisition,4.629894,,0,pi,25.272489,all_to_all
V0,,48,1,1.74561,acquisition,0.96826,48,96,virtual,25.541268,all_to_all
V1,,48,1,1.745629,acquisition,0.969554,48,96,virtual,25.541268,all_to_all
P0,,48,0,1.799957,acquisition,1.348141,,0,pi,25.541268,all_to_all
V0,,48,0,1.740487,acquisition,3.433358,48,96,virtual,25.772813,all_to_all
V1,,48,0,1.740503,acquisition,3.434492,48,96,virtual,25.772813,all_to_all
P0,,48,0,1.791899,acquisition,3.830018,,0,pi,25.772813,all_to_all
V0,,49,1,1.733857,acquisition,0.312672,48,96,virtual,26.006042,all_to_all
V1,,49,1,1.73387,acquisition,0.313628,48,96,virtual,26.006042,all_to_all
P0,,49,1,1.779503,acquisition,6.253705,,0,pi,26.006042,all_to_all
V0,,49,1,1.731211,acquisition,1.716777,50,99,virtual,26.216466,all_to_all
V1,,49,1,1.731223,acquisition,1.717663,50,99,virtual,26.216466,all_to_all
P0,,50,0,1.775261,acquisition,2.25167,,0,pi,26.216466,all_to_all
V0,,49,0,1.727113,acquisition,4.133744,50,99,virtual,26.440018,all_to_all
V1,,49,0,1.727124,acquisition,4.13452,50,99,virtual,26.440018,all_to_all
P0,,50,0,1.761156,acquisition,4.453583,,0,pi,26.440018,all_to_all
V0,,50,1,1.722728,acquisition,0.940217,51,101,virtual,26.743934,all_to_all
V1,,50,1,1.722737,acquisition,0.94087,51,101,virtual,26.743934,all_to_all
