agent_id,fire_count,flash_on,frequency_hz,phase_rad,pi_flash_events_consumed,received_neighbour_events,role,t_s,topology
P0,9,0,1.931501,2.56599,,0,pi,4.851517,all_to_all
V0,10,0,1.946046,5.295123,9,19,virtual,5.084023,all_to_all
V1,10,0,1.967879,5.464873,9,19,virtual,5.084023,all_to_all
P0,9,0,1.92235,5.142755,,0,pi,5.084023,all_to_all
V0,11,1,1.939559,1.359727,10,21,virtual,5.293572,all_to_all
V1,11,1,1.961932,1.543437,10,21,virtual,5.293572,all_to_all
P0,10,0,1.917796,1.268011,,2,pi,5.293572,all_to_all
V0,11,0,1.932814,4.089018,10,21,virtual,5.518233,all_to_all
V1,11,0,1.95315,4.280608,10,21,virtual,5.518233,all_to_all
P0,10,0,1.912976,3.894237,,0,pi,5.518233,all_to_all
V0,12,1,1.924836,1.304404,10,22,virtual,5.751092,all_to_all
V1,12,1,1.942426,1.497097,10,22,virtual,5.751092,all_to_all
P0,11,1,1.910021,0.395874,,0,pi,5.751092,all_to_all
V0,12,0,1.919231,3.232585,11,23,virtual,5.952101,all_to_all
V1,12,0,1.937195,3.42598,11,23,virtual,5.952101,all_to_all
P0,11,0,1.907987,2.768824,,0,pi,5.952101,all_to_all
V0,12,0,1.91251,5.531862,11,23,virtual,6.18442,all_to_all
V1,12,0,1.931609,5.730355,11,23,virtual,6.18442,all_to_all
P0,11,0,1.903367,5.389644,,0,pi,6.18442,all_to_all
V0,13,1,1.905397,1.923601,12,25,virtual,6.386509,all_to_all
V1,13,1,1.924577,2.128933,12,25,virtual,6.386509,all_to_all
P0,12,0,1.901053,1.431949,,2,pi,6.386509,all_to_all
V0,13,0,1.900044,4.217967,12,25,virtual,6.618839,all_to_all
V1,13,0,1.917509,4.422903,12,25,virtual,6.618839,all_to_all
P0,12,0,1.898739,4.115799,,0,pi,6.618839,all_to_all
V0,14,1,1.893206,1.375349,13,27,virtual,6.925798,all_to_all
V1,14,1,1.907729,1.568929,13,27,virtual,6.925798,all_to_all
P0,13,0,1.897615,1.453959,,1,pi,6.925798,all_to_all
V0,14,0,1.888747,4.057227,13,27,virtual,7.152401,all_to_all
V1,14,0,1.901191,4.222131,13,27,virtual,7.152401,all_to_all
P0,13,0,1.894913,4.076395,,0,pi,7.152401,all_to_all
V0,15,1,1.883936,1.21975,14,29,virtual,7.454285,all_to_all
V1,15,1,1.894109,1.346689,14,29,virtual,7.454285,all_to_all
P0,14,0,1.891624,1.26074,,0,pi,7.454285,all_to_all
V0,15,0,1.880783,3.890244,14,29,virtual,7.685938,all_to_all
V1,15,0,1.889512,4.006005,14,29,virtual,7.685938,all_to_all
P0,14,0,1.88856,3.839738,,0,pi,7.685938,all_to_all
V0,16,1,1.877379,1.040005,14,30,virtual,7.918696,all_to_all
V1,16,1,1.884565,1.145243,14,30,virtual,7.918696,all_to_all
P0,15,1,1.885868,0.110524,,0,pi,7.918696,all_to_all
V0,16,1,1.87607,2.563979,15,31,virtual,8.11961,all_to_all
V1,16,1,1.882654,2.656169,15,31,virtual,8.11961,all_to_all
P0,15,0,1.884504,2.376739,,0,pi,8.11961,all_to_all
V0,16,0,1.874041,5.22595,15,31,virtual,8.352139,all_to_all
V1,16,0,1.879682,5.289808,15,31,virtual,8.352139,all_to_all
P0,15,0,1.882402,4.94282,,0,pi,8.352139,all_to_all
V0,17,1,1.87231,1.601195,16,33,virtual,8.588211,all_to_all
V1,17,1,1.877149,1.643028,16,33,virtual,8.588211,all_to_all
P0,16,0,1.881071,1.334672,,2,pi,8.588211,all_to_all
V0,17,0,1.870875,4.25632,16,33,virtual,8.819828,all_to_all
V1,17,0,1.875051,4.293163,16,33,virtual,8.819828,all_to_all
P0,16,0,1.878997,4.001,,0,pi,8.819828,all_to_all
V0,18,1,1.869197,1.01032,17,35,virtual,9.12306,all_to_all
V1,18,1,1.872742,1.046291,17,35,virtual,9.12306,all_to_all
P0,17,0,1.877282,1.274348,,1,pi,9.12306,all_to_all
V0,18,0,1.864929,4.038486,17,35,virtual,9.353382,all_to_all
V1,18,0,1.867967,4.073924,17,35,virtual,9.353382,all_to_all
P0,17,0,1.875813,3.931373,,0,pi,9.353382,all_to_all
V0,19,1,1.860302,0.778085,17,36,virtual,9.585977,all_to_all
V1,19,1,1.862926,0.812602,17,36,virtual,9.585977,all_to_all
P0,18,1,1.874703,0.308997,,0,pi,9.585977,all_to_all
V0,19,1,1.858171,2.28948,18,37,virtual,9.787114,all_to_all
V1,19,1,1.860619,2.323342,18,37,virtual,9.787114,all_to_all
P0,18,0,1.874035,2.64093,,0,pi,9.787114,all_to_all
V0,19,0,1.854808,4.929598,18,37,virtual,10.020092,all_to_all
V1,19,0,1.85699,4.962151,18,37,virtual,10.020092,all_to_all
P0,18,0,1.872786,5.336297,,0,pi,10.020092,all_to_all
V0,20,1,1.852005,0.906954,19,39,virtual,10.221272,all_to_all
V1,20,1,1.854281,0.938402,19,39,virtual,10.221272,all_to_all
P0,19,0,1.872136,1.397953,,2,pi,10.221272,all_to_all
V0,20,0,1.847734,3.16455,19,39,virtual,10.424088,all_to_all
V1,20,0,1.851911,3.19768,19,39,virtual,10.424088,all_to_all
P0,19,0,1.871686,3.756195,,0,pi,10.424088,all_to_all
V0,21,1,1.840377,0.632702,20,41,virtual,10.653233,all_to_all
V1,21,1,1.848499,0.681305,20,41,virtual,10.653233,all_to_all
P0,20,1,1.871519,0.141657,,0,pi,10.653233,all_to_all
V0,21,1,1.838393,1.758036,20,41,virtual,10.853245,all_to_all
V1,21,1,1.846904,1.81133,20,41,virtual,10.853245,all_to_all
P0,20,0,1.871486,2.479922,,1,pi,10.853245,all_to_all
V0,21,0,1.834793,4.009127,20,41,virtual,11.054183,all_to_all
V1,21,0,1.842982,4.068414,20,41,virtual,11.054183,all_to_all
P0,20,0,1.871275,4.684746,,0,pi,11.054183,all_to_all
V0,22,1,1.830675,0.725672,21,43,virtual,11.330907,all_to_all
V1,22,1,1.837777,0.78639,21,43,virtual,11.330907,all_to_all
P0,21,0,1.870971,1.427123,,0,pi,11.330907,all_to_all
V0,22,0,1.827625,3.35428,21,43,virtual,11.554461,all_to_all
V1,22,0,1.833751,3.397857,21,43,virtual,11.554461,all_to_all
P0,21,0,1.869603,3.78336,,0,pi,11.554461,all_to_all
V0,23,1,1.824339,0.447141,21,44,virtual,11.787092,all_to_all
V1,23,1,1.829367,0.463077,21,44,virtual,11.787092,all_to_all
P0,22,1,1.86679,6.256461,,0,pi,11.787092,all_to_all
V0,23,1,1.821501,2.309248,23,46,virtual,11.994946,all_to_all
V1,23,1,1.826002,2.320136,23,46,virtual,11.994946,all_to_all
P0,23,0,1.865712,2.343351,,2,pi,11.994946,all_to_all
V0,23,0,1.817202,4.49527,23,46,virtual,12.220457,all_to_all
V1,23,0,1.821142,4.506836,23,46,virtual,12.220457,all_to_all
P0,23,0,1.858918,4.810272,,0,pi,12.220457,all_to_all
V0,24,1,1.811618,1.471908,24,48,virtual,12.461102,all_to_all
V1,24,1,1.814843,1.48691,24,48,virtual,12.461102,all_to_all
P0,25,1,1.852007,1.205237,,0,pi,12.461102,all_to_all
V0,24,0,1.813389,3.292268,25,49,virtual,12.688478,all_to_all
V1,24,0,1.816276,3.308868,25,49,virtual,12.688478,all_to_all
P0,25,0,1.845319,3.725041,,0,pi,12.688478,all_to_all
V0,24,0,1.819842,5.846571,25,49,virtual,12.920795,all_to_all
V1,24,0,1.822313,5.864704,25,49,virtual,12.920795,all_to_all
P0,25,0,1.8369,6.247067,,0,pi,12.920795,all_to_all
V0,25,1,1.826536,1.77049,26,51,virtual,13.120949,all_to_all
V1,25,1,1.828692,1.789332,26,51,virtual,13.120949,all_to_all
P0,26,0,1.832605,2.181624,,0,pi,13.120949,all_to_all
V0,25,0,1.834978,3.998288,26,51,virtual,13.321804,all_to_all
V1,25,0,1.836846,4.017353,26,51,virtual,13.321804,all_to_all
P0,26,0,1.824573,4.291657,,0,pi,13.321804,all_to_all
V0,26,1,1.847155,1.103071,27,53,virtual,13.629884,all_to_all
V1,26,1,1.848649,1.121751,27,53,virtual,13.629884,all_to_all
P0,27,0,1.815844,1.29464,,0,pi,13.629884,all_to_all
V0,26,0,1.855317,3.737024,27,53,virtual,13.855643,all_to_all
V1,26,0,1.856567,3.755018,27,53,virtual,13.855643,all_to_all
P0,27,0,1.806419,3.608515,,0,pi,13.855643,all_to_all
V0,27,1,1.862337,0.099013,27,53,virtual,14.088077,all_to_all
V1,27,1,1.863378,0.116066,27,53,virtual,14.088077,all_to_all
P0,27,0,1.799282,6.053364,,0,pi,14.088077,all_to_all
V0,27,0,1.869908,3.515843,28,55,virtual,14.289153,all_to_all
V1,27,0,1.870723,3.531488,28,55,virtual,14.289153,all_to_all
P0,28,0,1.795581,1.94917,,0,pi,14.289153,all_to_all
V0,27,0,1.872817,5.024121,28,55,virtual,14.522818,all_to_all
V1,27,0,1.873546,5.039089,28,55,virtual,14.522818,all_to_all
P0,28,0,1.793694,4.547033,,0,pi,14.522818,all_to_all
V0,28,1,1.877111,2.146606,29,57,virtual,14.797592,all_to_all
V1,28,1,1.877681,2.160004,29,57,virtual,14.797592,all_to_all
P0,29,0,1.790956,1.316468,,2,pi,14.797592,all_to_all
V0,28,0,1.874599,4.408686,29,57,virtual,15.022679,all_to_all
V1,28,0,1.875092,4.421086,29,57,virtual,15.022679,all_to_all
P0,29,0,1.788458,3.829039,,0,pi,15.022679,all_to_all
V0,29,1,1.868185,1.895548,29,58,virtual,15.255461,all_to_all
V1,29,1,1.868578,1.906383,29,58,virtual,15.255461,all_to_all
P0,30,1,1.784858,0.13816,,0,pi,15.255461,all_to_all
V0,29,0,1.865093,3.018772,30,59,virtual,15.460013,all_to_all
V1,29,0,1.865461,3.029163,30,59,virtual,15.460013,all_to_all
P0,30,0,1.783883,2.425955,,0,pi,15.460013,all_to_all
V0,29,0,1.855015,5.59588,30,59,virtual,15.689275,all_to_all
V1,29,0,1.85533,5.605282,30,59,virtual,15.689275,all_to_all
P0,30,0,1.781165,4.974622,,0,pi,15.689275,all_to_all
V0,30,1,1.844672,1.867163,31,61,virtual,15.92955,all_to_all
V1,30,1,1.844942,1.875646,31,61,virtual,15.92955,all_to_all
P0,31,0,1.779139,1.361542,,0,pi,15.92955,all_to_all
V0,30,0,1.835392,4.440435,31,61,virtual,16.156697,all_to_all
V1,30,0,1.835623,4.448068,31,61,virtual,16.156697,all_to_all
P0,31,0,1.777694,3.807558,,0,pi,16.156697,all_to_all
V0,32,1,1.82629,1.098843,31,62,virtual,16.389103,all_to_all
V1,31,1,1.826782,1.103663,31,63,virtual,16.389103,all_to_all
P0,32,1,1.776966,6.267084,,0,pi,16.389103,all_to_all
V0,32,0,1.818906,3.295061,33,64,virtual,16.671507,all_to_all
V1,31,0,1.821514,3.28784,33,65,virtual,16.671507,all_to_all
P0,33,0,1.777168,3.104173,,0,pi,16.671507,all_to_all
V0,32,0,1.811473,6.121153,33,64,virtual,16.889419,all_to_all
V1,31,0,1.817621,6.102509,33,65,virtual,16.889419,all_to_all
P0,33,0,1.779447,5.504555,,0,pi,16.889419,all_to_all
V0,33,1,1.807956,1.934398,34,66,virtual,17.134865,all_to_all
V1,32,1,1.815411,1.918331,34,67,virtual,17.134865,all_to_all
P0,34,0,1.780818,1.965621,,2,pi,17.134865,all_to_all
V0,33,0,1.809557,4.444996,34,66,virtual,17.356886,all_to_all
V1,32,0,1.816677,4.439429,34,67,virtual,17.356886,all_to_all
P0,34,0,1.781428,4.421116,,0,pi,17.356886,all_to_all
V0,34,1,1.814629,2.177323,35,68,virtual,17.706108,all_to_all
V1,33,1,1.820573,2.187104,35,69,virtual,17.706108,all_to_all
P0,35,0,1.78102,2.02252,,2,pi,17.706108,all_to_all
V0,34,0,1.81489,4.3455,35,68,virtual,17.924062,all_to_all
V1,33,0,1.820279,4.361512,35,69,virtual,17.924062,all_to_all
P0,35,0,1.779265,4.419687,,0,pi,17.924062,all_to_all
V0,35,1,1.813507,2.033497,36,70,virtual,18.292662,all_to_all
V1,34,1,1.81802,2.057666,36,71,virtual,18.292662,all_to_all
P0,36,0,1.776962,2.212053,,2,pi,18.292662,all_to_all
V0,35,0,1.812546,4.564362,36,70,virtual,18.524036,all_to_all
V1,34,0,1.816537,4.591579,36,71,virtual,18.524036,all_to_all
P0,36,0,1.771721,4.739794,,0,pi,18.524036,all_to_all
V0,36,1,1.811471,1.184281,37,72,virtual,18.798422,all_to_all
V1,35,1,1.81494,1.213601,37,73,virtual,18.798422,all_to_all
P0,37,0,1.767465,1.467947,,0,pi,18.798422,all_to_all
V0,36,0,1.808309,3.740812,37,72,virtual,19.024523,all_to_all
V1,35,0,1.811383,3.77092,37,73,virtual,19.024523,all_to_all
P0,37,0,1.763899,3.835325,,0,pi,19.024523,all_to_all
V0,37,1,1.804417,0.017262,37,72,virtual,19.257144,all_to_all
V1,36,1,1.80715,0.047567,37,73,virtual,19.257144,all_to_all
P0,37,0,1.762858,6.200317,,0,pi,19.257144,all_to_all
V0,37,1,1.801285,2.208821,38,74,virtual,19.45815,all_to_all
V1,36,1,1.8038,2.23888,38,75,virtual,19.45815,all_to_all
P0,38,0,1.762566,2.03474,,0,pi,19.45815,all_to_all
V0,37,0,1.798047,4.748652,38,74,virtual,19.690391,all_to_all
V1,36,0,1.800373,4.778233,38,75,virtual,19.690391,all_to_all
P0,38,0,1.76212,4.486004,,0,pi,19.690391,all_to_all
V0,38,1,1.793106,2.086431,39,76,virtual,19.959252,all_to_all
V1,37,1,1.796271,2.116056,39,77,virtual,19.959252,all_to_all
P0,40,1,1.761764,1.101624,,2,pi,19.959252,all_to_all
V0,38,0,1.789621,3.861908,40,77,virtual,20.191702,all_to_all
V1,37,0,1.794501,3.894882,40,78,virtual,20.191702,all_to_all
P0,40,0,1.761477,3.646343,,0,pi,20.191702,all_to_all
V0,39,1,1.784864,0.02518,40,77,virtual,20.424308,all_to_all
V1,38,1,1.79232,0.06922,40,78,virtual,20.424308,all_to_all
P0,40,0,1.760997,6.209524,,0,pi,20.424308,all_to_all
V0,39,1,1.783592,2.144165,41,79,virtual,20.625543,all_to_all
V1,38,1,1.791635,2.196664,41,80,virtual,20.625543,all_to_all
P0,41,0,1.760747,2.137387,,0,pi,20.625543,all_to_all
V0,39,0,1.785754,4.677131,41,79,virtual,20.85781,all_to_all
V1,38,0,1.793121,4.734753,41,80,virtual,20.85781,all_to_all
P0,41,0,1.760357,4.567533,,0,pi,20.85781,all_to_all
V0,40,1,1.788636,0.953903,42,81,virtual,21.126829,all_to_all
V1,39,1,1.79506,1.013772,42,82,virtual,21.126829,all_to_all
P0,42,0,1.760109,1.118213,,2,pi,21.126829,all_to_all
V0,40,0,1.791354,3.507021,42,81,virtual,21.358925,all_to_all
V1,39,0,1.796882,3.567228,42,82,virtual,21.358925,all_to_all
P0,42,0,1.760751,3.627436,,0,pi,21.358925,all_to_all
V0,40,0,1.793744,6.064378,42,81,virtual,21.591353,all_to_all
V1,39,0,1.798482,6.12357,42,82,virtual,21.591353,all_to_all
P0,42,0,1.761756,6.197134,,0,pi,21.591353,all_to_all
V0,41,1,1.795208,1.977962,43,83,virtual,21.792852,all_to_all
V1,40,1,1.799357,2.035509,43,84,virtual,21.792852,all_to_all
P0,43,0,1.762323,2.131669,,0,pi,21.792852,all_to_all
V0,41,0,1.794078,4.864881,43,83,virtual,22.025055,all_to_all
V1,40,0,1.797552,4.919466,43,84,virtual,22.025055,all_to_all
P0,43,0,1.763233,4.556169,,0,pi,22.025055,all_to_all
V0,42,1,1.792439,1.823983,44,85,virtual,22.294961,all_to_all
V1,41,1,1.795283,1.874578,44,86,virtual,22.294961,all_to_all
P0,45,1,1.764005,1.110818,,1,pi,22.294961,all_to_all
V0,42,0,1.796155,3.618322,45,86,virtual,22.526187,all_to_all
V1,41,0,1.7987,3.666532,45,87,virtual,22.526187,all_to_all
P0,45,0,1.763468,3.587336,,0,pi,22.526187,all_to_all
V0,42,0,1.805079,6.132919,45,86,virtual,22.75885,all_to_all
V1,41,0,1.807257,6.177701,45,87,virtual,22.75885,all_to_all
P0,45,0,1.761024,6.08331,,0,pi,22.75885,all_to_all
V0,43,1,1.811635,2.387397,46,88,virtual,22.959413,all_to_all
V1,42,1,1.8135,2.428738,46,89,virtual,22.959413,all_to_all
P0,46,0,1.75922,1.976151,,2,pi,22.959413,all_to_all
V0,43,0,1.81312,4.210857,46,88,virtual,23.159629,all_to_all
V1,42,0,1.814789,4.249775,46,89,virtual,23.159629,all_to_all
P0,46,0,1.753876,4.073524,,0,pi,23.159629,all_to_all
V0,44,1,1.814474,1.597346,47,90,virtual,23.392505,all_to_all
V1,43,1,1.81581,1.631591,47,91,virtual,23.392505,all_to_all
P0,47,1,1.744411,0.144603,,0,pi,23.392505,all_to_all
V0,44,1,1.81393,2.694865,47,90,virtual,23.593385,all_to_all
V1,43,1,1.81518,2.727767,47,91,virtual,23.593385,all_to_all
P0,47,0,1.740373,2.282219,,0,pi,23.593385,all_to_all
V0,44,0,1.810547,5.23944,47,90,virtual,23.825887,all_to_all
V1,43,0,1.811617,5.26933,47,91,virtual,23.825887,all_to_all
P0,47,0,1.731573,4.750425,,0,pi,23.825887,all_to_all
V0,45,1,1.80539,2.219658,48,92,virtual,24.122222,all_to_all
V1,44,1,1.806266,2.245949,48,93,virtual,24.122222,all_to_all
P0,48,0,1.72507,1.652558,,2,pi,24.122222,all_to_all
V0,45,0,1.800394,4.366715,48,92,virtual,24.326998,all_to_all
V1,44,0,1.801161,4.390785,48,93,virtual,24.326998,all_to_all
P0,48,0,1.722214,3.840574,,0,pi,24.326998,all_to_all
V0,46,1,1.792382,1.274496,48,93,virtual,24.559618,all_to_all
V1,45,1,1.79301,1.295506,48,94,virtual,24.559618,all_to_all
P0,49,1,1.721186,0.041477,,0,pi,24.559618,all_to_all
V0,46,1,1.790941,2.693151,49,94,virtual,24.760697,all_to_all
V1,45,1,1.791516,2.712904,49,95,virtual,24.760697,all_to_all
P0,49,0,1.720779,2.19058,,0,pi,24.760697,all_to_all
V0,46,0,1.791889,5.196661,49,94,virtual,24.992912,all_to_all
V1,45,0,1.79238,5.214362,49,95,virtual,24.992912,all_to_all
P0,49,0,1.719712,4.627015,,0,pi,24.992912,all_to_all
V0,48,1,1.794072,1.80228,50,96,virtual,25.26308,all_to_all
V1,46,1,1.794484,1.81194,50,98,virtual,25.26308,all_to_all
P0,50,0,1.719061,1.208076,,2,pi,25.26308,all_to_all
V0,48,0,1.791336,4.317684,50,96,virtual,25.493937,all_to_all
V1,46,0,1.791688,4.305924,50,98,virtual,25.493937,all_to_all
P0,50,0,1.720993,3.66962,,0,pi,25.493937,all_to_all
V0,49,1,1.786616,0.537215,50,97,virtual,25.726649,all_to_all
V1,47,1,1.787013,0.503571,50,99,virtual,25.726649,all_to_all
P0,50,0,1.724058,6.181209,,0,pi,25.726649,all_to_all
V0,49,1,1.780452,2.665045,51,98,virtual,25.927773,all_to_all
V1,47,1,1.78253,2.628755,51,100,virtual,25.927773,all_to_all
P0,51,0,1.725023,2.070743,,0,pi,25.927773,all_to_all
V0,49,0,1.768803,5.102181,51,98,virtual,26.16019,all_to_all
V1,47,0,1.773642,5.077907,51,100,virtual,26.16019,all_to_all
P0,51,0,1.724891,4.533298,,0,pi,26.16019,all_to_all
V0,50,1,1.755141,1.571092,52,100,virtual,26.438078,all_to_all
V1,48,1,1.763005,1.568728,52,102,virtual,26.438078,all_to_all
P0,52,0,1.724059,1.202602,,2,pi,26.438078,all_to_all
V0,50,0,1.744542,3.993469,52,100,virtual,26.661433,all_to_all
V1,48,0,1.754717,4.009485,52,102,virtual,26.661433,all_to_all
P0,52,0,1.725198,3.601123,,0,pi,26.661433,all_to_all
V0,51,1,1.735368,0.135664,52,100,virtual,26.894428,all_to_all
V1,49,1,1.747537,0.173653,52,102,virtual,26.894428,all_to_all
P0,52,0,1.727629,6.130001,,0,pi,26.894428,all_to_all
V0,51,1,1.72718,2.206364,53,102,virtual,27.094974,all_to_all
V1,49,1,1.740745,2.26101,53,104,virtual,27.094974,all_to_all
P0,53,0,1.728083,2.021628,,0,pi,27.094974,all_to_all
V0,51,0,1.717653,4.611835,53,102,virtual,27.327411,all_to_all
V1,49,0,1.732551,4.68486,53,104,virtual,27.327411,all_to_all
P0,53,0,1.725667,4.505043,,0,pi,27.327411,all_to_all
V0,52,1,1.709127,0.722739,53,103,virtual,27.527676,all_to_all
V1,50,1,1.725151,0.815706,53,105,virtual,27.527676,all_to_all
P0,54,1,1.721915,0.33559,,0,pi,27.527676,all_to_all
V0,52,1,1.705558,2.095937,54,104,virtual,27.728723,all_to_all
V1,50,1,1.722174,2.198065,54,106,virtual,27.728723,all_to_all
P0,54,0,1.720914,2.477195,,0,pi,27.728723,all_to_all
V0,52,0,1.700961,4.856237,54,104,virtual,27.961053,all_to_all
V1,50,0,1.718637,4.976609,54,106,virtual,27.961053,all_to_all
P0,54,0,1.721934,4.946207,,0,pi,27.961053,all_to_all
V0,53,1,1.698449,0.647398,55,106,virtual,28.197372,all_to_all
V1,51,1,1.716731,0.782263,55,108,virtual,28.197372,all_to_all
P0,55,0,1.723273,1.197113,,0,pi,28.197372,all_to_all
V0,53,0,1.69553,3.431271,55,106,virtual,28.42897,all_to_all
V1,51,0,1.712304,3.559444,55,108,virtual,28.42897,all_to_all
P0,55,0,1.720591,3.590295,,0,pi,28.42897,all_to_all
V0,53,0,1.693626,5.522706,55,106,virtual,28.661523,all_to_all
V1,51,0,1.708667,5.636593,55,108,virtual,28.661523,all_to_all
P0,55,0,1.714605,5.934024,,0,pi,28.661523,all_to_all
V0,54,1,1.691962,1.330703,56,108,virtual,28.861814,all_to_all
V1,52,1,1.705311,1.427666,56,110,virtual,28.861814,all_to_all
P0,56,0,1.7104,1.689772,,0,pi,28.861814,all_to_all
V0,54,0,1.690534,3.420799,56,108,virtual,29.06267,all_to_all
V1,52,0,1.702322,3.500475,56,110,virtual,29.06267,all_to_all
P0,56,0,1.700465,3.653437,,0,pi,29.06267,all_to_all
V0,54,0,1.689103,5.857441,56,108,virtual,29.295097,all_to_all
V1,52,0,1.699285,5.917384,56,110,virtual,29.295097,all_to_all
P0,56,0,1.686706,5.899469,,0,pi,29.295097,all_to_all
V0,55,1,1.688045,1.653093,57,110,virtual,29.496042,all_to_all
V1,53,1,1.697018,1.702214,57,112,virtual,29.496042,all_to_all
P0,57,0,1.680852,1.645893,,0,pi,29.496042,all_to_all
V0,55,0,1.687119,3.709647,57,110,virtual,29.69609,all_to_all
V1,53,0,1.695012,3.75862,57,112,virtual,29.69609,all_to_all
P0,57,0,1.677777,3.708624,,0,pi,29.69609,all_to_all
V0,55,0,1.686185,6.1036,57,110,virtual,29.928841,all_to_all
V1,53,0,1.692978,6.154951,57,112,virtual,29.928841,all_to_all
P0,57,0,1.676453,6.143327,,0,pi,29.928841,all_to_all
V0,56,1,1.684966,1.871809,58,112,virtual,30.130152,all_to_all
V1,54,1,1.690942,1.924689,58,114,virtual,30.130152,all_to_all
P0,58,0,1.675199,1.960638,,0,pi,30.130152,all_to_all
V0,56,0,1.681714,4.2504,58,112,virtual,30.363233,all_to_all
V1,54,0,1.686863,4.303881,58,114,virtual,30.363233,all_to_all
